r,l=100,l=50,l=25,l=10,l=5,adaptative_first_improvement,adaptative_non_dominated
1.0,0.0017634781746031752,0.0016621795634920629,0.0017005853174603173,0.001807536706349206,0.0015549365079365082,0.0019277956349206353,0.001918281746031746
0.5,0.001859669642857142,0.0019520763888888888,0.0017466755952380952,0.0017838144841269832,0.0016080099206349206,0.002149636904761903,0.001712748015873015
0.25,0.0016937996031746022,0.001827668650793651,0.0016752748015873016,0.0017466845238095232,0.0015772261904761912,0.0017862678571428556,0.0021150178571428535
0.1,0.0018279563492063498,0.0017933303571428566,0.0016667093253968244,0.0017360625000000002,0.001636460317460317,0.0018595773809523804,0.0018530357142857137
0.05,0.0018551607142857148,0.0016815942460317466,0.0016569890873015876,0.0016743829365079368,0.0016785545634920634,0.0017269007936507946,0.0021005694444444444
