Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1,1,5,0.0,0.0,0.000663
2,0.3402777778,0.0690963498,-1.0584795322,2.019895929,0.2984657754,0.1458333333,0.0908103947,-0.037037037,2.0969529086,-0.6520236647,0.5138888889,0.0636468847,0.2266666667,1.7619047619,-0.4987837491,0.3958333333,0.0690963498,-0.3714285714,1.6280991736,0.4933822002,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.5388888889,0.0822147144,-0.4198675497,2.1892162382,-0.9978697177,0.0277777778,0.0481125224,-0.4545454545,2.3333333333,1.1547005384,0.4333333333,0.1,-0.4857142857,2.1851851852,0.8888888889,0.4611111111,0.0822147144,-0.4198675497,2.1892162382,0.9978697177,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.4898148148,0.1278347967,0.3750611247,2.3454841033,-0.7950701213,0.0972222222,0.1060781411,0.6611295681,1.3913142857,0.3860586218,0.412962963,0.0506812303,-0.6238470191,2.4923324557,0.2292847295,0.4194444444,0.1348581788,0.3268998794,1.5419255941,0.3821030566,1,1,5,0.0,0.0,0.0025075
5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.0,-1.0,0.4666666667,0.0942809042,-0.5,1.5,0.7071067812,1,1,5,0.0,0.0,0.0
6,0.5222222222,0.0777777778,0.3333333333,1.0,-0.0,0.0833333333,0.0921284664,0.3142857143,1.6280991736,0.4933822002,0.3944444444,0.0396746024,-0.4384236453,2.0380622837,-0.4118470835,0.3944444444,0.0396746024,-0.5369458128,2.0380622837,-0.4118470835,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.7125,0.0649519053,-0.0909090909,2.3333333333,-1.1547005384,0.0333333333,0.0577350269,-0.0909090909,2.3333333333,1.1547005384,0.2541666667,0.0072168784,-0.0909090909,2.3333333333,1.1547005384,0.2854166667,0.0521666001,-0.5899053628,2.2844944026,1.0979575897,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.5372812373,0.0948625666,0.4918933369,2.5044180407,-1.0738249387,0.0847781848,0.0835036497,0.6167100318,2.4774332896,0.9875560122,0.3779405779,0.0368717211,0.4125309382,3.3272365709,0.9971565279,0.1916564917,0.0588874035,0.1388643171,3.1347441458,-0.6453834389,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.3285159285,0.1910556908,0.6481192249,1.5971370484,-0.3409049072,0.1739229906,0.1670474619,0.5708801828,2.5796022149,0.8333668208,0.4975610809,0.0656036786,0.1262987914,3.5896435945,-1.0407310314,0.1877665544,0.0719387788,0.7434875028,1.3235445268,-0.1610640708,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.6532967033,0.0867741524,0.2009486791,3.7306988851,-1.2313330517,0.0452642595,0.0380130625,0.4930618619,2.2974795262,0.4952066799,0.3014390372,0.0534705723,-0.1061126092,3.9935939864,1.4808887891,0.254618001,0.0881473046,0.6591148374,1.8703311159,0.6866654108,1,1,8,0.0716785,0.032777,0.0269809999999999
11,0.6238095238,0.1243121665,0.5998521394,1.2229348751,-0.2431996872,0.0419047619,0.0374226337,0.2219917012,1.4924024806,0.0759524043,0.3342857143,0.0977826736,0.4075241921,1.326534541,0.4682609198,0.2735714286,0.0517844827,-0.2321960613,3.040314107,1.3548920568,1,1,8,0.0260994999999999,0.0406775,0.03625
12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,1,1,8,0.0653645,0.0251319999999999,0.020041
13,0.5307284636,0.1944862597,0.6724705145,2.6414268146,-0.6370036729,0.0759371627,0.0724047116,0.6185676941,2.0733309724,0.4910058601,0.3933343736,0.1347561315,0.6199103168,2.2355207403,0.4883568865,0.2363301323,0.0921741137,1.1886196747,6.2201031957,2.0655531298,1,1,10,0.0553729999999999,0.0488355,0.0416295
