Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.1590909091,0.1301620097,-0.4748201439,1.1726650803,-0.3960610824,0.1426406926,0.0507177545,-0.8824325051,1.4580514506,0.1239294204,0.6982683983,0.1105177085,-0.0990902813,1.6845953723,0.1246825711,0.4121212121,0.0855085203,-0.3594030767,2.5953254447,1.0653818161,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.05,0.0666666667,0.8387096774,2.078125,0.84375,0.2214285714,0.0830266465,0.7993372607,1.7841418153,-0.6991425623,0.7285714286,0.0174963553,0.5238095238,1.1666666667,0.4082482905,0.3952380952,0.0314069189,0.3029150824,1.2063020214,-0.3476794476,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.4266666667,0.073568646,0.0329835082,2.4098513506,0.6508643867,0.1333333333,0.1295767088,-0.6044776119,1.6280276817,0.3631734744,0.44,0.1483406157,-0.3313055686,1.5239066041,-0.2052629544,0.5466666667,0.1402643008,-0.7706528018,2.3016281995,0.9570763229,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.4455555556,0.1403874709,0.076401557,1.4205847051,-0.1101460499,0.0777777778,0.0666666667,0.1812865497,1.3981481481,-0.1111111111,0.4766666667,0.0779680213,-0.0470401961,1.2900214866,0.3248639685,0.4444444444,0.0877707451,-0.1794871795,2.5,0.6816514971,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.2865079365,0.124033172,0.513034368,2.3437248915,-0.6134874715,0.1817460317,0.0472472256,0.2459006172,1.9192686969,-0.0129965141,0.5317460317,0.0937717809,-0.0946745562,3.0300449093,1.2906447945,0.3936507937,0.0414981475,-0.3363337372,1.4992170982,-0.3153311494,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.3544444444,0.1442905163,-0.0493753629,1.3067123915,0.3806959773,0.1855555556,0.0457583562,-0.3887193261,2.1977530371,-0.3040136203,0.46,0.1083205121,0.0354535975,1.3517561983,-0.1356803935,0.3766666667,0.0359010987,0.4839449541,1.2285969084,-0.3169627324,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.2727272727,0.0542077085,-0.0666666667,1.953125,-0.6288941187,0.2860606061,0.1258739877,0.0028625067,2.4918611221,-0.5685255992,0.4412121212,0.0825133208,0.0915817881,2.9213751765,1.2180215327,0.2078787879,0.0863418367,-0.0006377634,1.2804124596,-0.0569838669,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.5544322344,0.0276158411,0.574716622,1.8584443661,0.5950787901,0.1337728938,0.0364135729,-1.2171896454,2.4659880463,0.9177939346,0.3117948718,0.056190715,-0.007116584,3.1982678909,-1.4610996135,0.1969230769,0.0396773473,-1.120988496,2.5990554479,0.578699017,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.5485714286,0.0630588395,0.4348558198,1.1818457297,-0.4152236979,0.1180952381,0.0758564105,0.8311306902,1.6550722033,-0.3898556459,0.3333333333,0.0421637021,-0.0,2.5,0.0,0.2380952381,0.0548756583,0.8787878788,2.035491363,0.8092148255,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.5256610057,0.1389226602,0.4483008208,1.7177155119,-0.5084339506,0.1209257409,0.0409614753,-0.3714432427,1.2717421394,-0.3203069381,0.3534132534,0.1079305276,0.7768035032,2.1999925584,0.8946196722,0.2438295038,0.0448305248,0.2606585444,1.3852504771,-0.1272703743,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
11,0.4518095238,0.0290973813,-0.057904445,2.2264564152,-0.8804398014,0.0708571429,0.0456253102,0.0359502228,1.7152724941,-0.2758890371,0.4773333333,0.0271146052,0.103723621,2.4499925889,0.4731419237,0.248,0.0775628777,0.2650146997,1.5707375551,-0.1611748094,1,1,8,-0.855200685915,-0.84334081333,-0.8425687089249999
