Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
instances/A1/asymmetric/10.5.in,0.3975963719,0.1478715634,0.7668721898,2.1421303759,0.5955640448,0.1023582766,0.0926129232,0.0790593939,3.1446743649,1.4286072796,0.5000453515,0.1332215583,0.0250123593,1.9528389040,-0.0523114934,0.1501360544,0.0304252414,0.2141810697,2.1884751455,0.8716266634
