Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.2473544974,0.1631762673,0.6057376487,1.5963658129,-0.0781617703,0.176366843,0.0660875766,0.1759329021,1.6967589645,0.1763414822,0.5762786596,0.1452110809,0.5885161471,1.708756382,-0.1518043689,0.3492063492,0.0296956935,0.016,5.7244897959,2.0235494031,1,1,5,0.0,0.0,0.000663
2,0.3901234568,0.1208616124,0.0713621139,3.3089184534,-0.4780967885,0.1574074074,0.0925925926,0.159554731,2.5416,0.31,0.4524691358,0.0382317594,-0.3627253355,2.9698770552,0.8812784478,0.437654321,0.0286621895,-0.4398393165,3.1830177509,0.6034422318,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.5061728395,0.1112482008,-0.3115416617,1.5969254289,-0.5380334887,0.037037037,0.0523782801,-0.4117647059,1.5,0.7071067812,0.4567901235,0.0711351125,-0.1306728137,1.4644650893,0.6088975638,0.4641975309,0.0751364151,0.0964400075,2.5512294222,1.0960874043,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.3171075838,0.1422026508,0.4062946956,2.8453653238,0.3822881094,0.184303351,0.0820982445,0.3546919045,3.2464051423,-1.0038821025,0.4985890653,0.0725454304,0.2176012594,2.5388519079,0.5658937861,0.362962963,0.0945751471,-0.0535949887,4.6748115504,1.5095009779,1,1,5,0.0,0.0,0.0025075
5,0.5679012346,0.0481323178,0.0005891016,4.920498615,-1.7158137967,0.037037037,0.0740740741,-0.21875,4.5,1.75,0.3950617284,0.0374462985,-0.1024221453,2.3132325142,-0.4845013044,0.4296296296,0.0686934703,-0.3168831169,4.6492698756,1.3566867512,1,1,5,0.0,0.0,0.0
6,0.2419753086,0.1739185892,0.1348584621,1.7067017793,-0.1419270539,0.312962963,0.0830654129,0.1179742142,2.5649502587,0.14282721,0.4450617284,0.1182417035,0.1239532452,2.1901358861,-0.2939706208,0.4327160494,0.0268926184,-0.3407290016,1.3797602934,0.208953263,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.5318518519,0.0848790714,0.2471646123,2.7095865919,-0.4936345949,0.1074074074,0.0516510527,-0.1867510062,4.9542488235,1.7700870856,0.3607407407,0.0626544395,0.4635526532,1.9433992218,0.1340566466,0.2279365079,0.047977487,0.0843243785,1.8830639705,-0.6678045742,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.3987619788,0.0589870706,-0.2998797605,2.2838736563,0.2919770518,0.1540637141,0.0443992631,0.2860681647,2.9637982173,-0.145601043,0.4471743072,0.0481524048,-0.0491872628,2.3135923621,-0.9103896254,0.2856669257,0.0436880949,0.6337024227,1.3004903067,0.0579706061,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.2391423817,0.1099325427,0.588972679,1.505788355,-0.4123332039,0.0981229924,0.0466492193,0.8365556321,1.5000213347,-0.1283669082,0.662734626,0.0768685903,0.1237862854,1.4368525112,0.2486724832,0.2093018306,0.0274936801,-0.4058412057,1.384333049,-0.1794213349,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.409018759,0.2037620741,0.7859461296,1.6114937051,0.2636330134,0.2534021534,0.1414898652,0.6900724087,1.8945926903,-0.2307836463,0.3375790876,0.0739924675,0.7414982858,1.6387726932,0.129551471,0.2443204943,0.0309865975,-0.1192857188,1.5685115425,-0.3243848379,1,1,8,0.0716785,0.032777,0.0269809999999999
