Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.3788888889,0.2290183021,0.8742965914,1.8672526603,-0.5766162557,0.1293650794,0.1206662449,0.739419833,1.2920520911,0.1413281353,0.4917460317,0.1171871556,0.7420742527,2.7565864365,1.1646285663,0.4412698413,0.0880000916,-0.1466283325,2.5794907433,0.7834340386,1,1,5,0.0,0.0,0.000663
2,0.3611111111,0.0912870929,-0.6,1.183127572,-0.3719103786,0.1444444444,0.0593171014,-0.3357400722,2.2746999077,0.8478566294,0.4944444444,0.0902670934,-0.1521352313,2.7980371901,1.1931482023,0.4277777778,0.0136082763,-0.9230769231,1.1666666667,0.4082482905,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.2142857143,0.1032356352,0.5344827586,1.4588048891,0.044163728,0.1436507937,0.1195334004,-0.3998149005,2.46666865,0.7640520485,0.6420634921,0.0711812296,-0.4534505712,1.6933514724,0.1594116137,0.3825396825,0.0512872839,0.356365834,1.1999713745,0.3258561873,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.5688888889,0.0622222222,-0.3157894737,3.25,-1.5,0.0444444444,0.0888888889,-0.3157894737,3.25,1.5,0.3866666667,0.0266666667,-0.3157894737,3.25,-1.5,0.4044444444,0.1195877693,-0.499032882,2.5082643997,0.1669331881,1,1,5,0.0,0.0,0.0025075
5,0.2476190476,0.1019648243,0.2534627549,1.9606279782,0.4879970098,0.1476190476,0.1014632179,0.2191659272,1.6835277223,-0.1383159724,0.6047619048,0.0314069189,-0.9328263625,1.2063020214,0.3476794476,0.4380952381,0.0613528511,-0.098265896,2.1150384671,-0.5863209393,1,1,5,0.0,0.0,0.0
6,0.18,0.1253439712,-0.7854259184,1.4710252496,-0.3043393317,0.17,0.0618241233,0.331909701,2.0035492158,0.194663233,0.65,0.116428328,-0.5691056911,1.8546761623,-0.3168064555,0.3966666667,0.0618241233,0.0618101545,2.0035492158,0.5106383359,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.4556321839,0.1025751145,-0.7017676243,1.4097974147,0.2870788164,0.1072685475,0.0659104305,-0.7958594545,1.5991556979,0.269240089,0.4370992685,0.0551499438,-0.3141387307,1.6730487482,0.1038229894,0.1588547544,0.0131200493,-0.1463834873,1.7696116818,-0.4045942678,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.4619047619,0.0446706263,-0.0321782178,2.0806818182,0.2398508059,0.1097142857,0.0331855226,-0.0790617134,2.3117707656,0.5587161966,0.4283809524,0.0293259112,0.03419886,2.2708801239,0.7290981168,0.2019047619,0.0392214482,-0.0028315243,2.5140841937,0.2178520885,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.575,0.1262713128,-0.3669885865,1.8338968544,-0.3642397495,0.0133333333,0.0266666667,-0.3157894737,3.25,1.5,0.4116666667,0.1382027496,-0.2643092249,1.6536083725,0.3257558971,0.36,0.1218377792,-0.3301088271,1.3614866076,0.0619258676,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.1222222222,0.0451335467,0.811827957,1.4421487603,-0.3804646085,0.1944444444,0.1009216785,0.7058823529,2.8856749311,1.2510951876,0.6833333333,0.0647883544,-0.3245033113,3.1040224913,-1.4035141564,0.2111111111,0.0136082763,0.0384615385,1.1666666667,-0.4082482905,1,1,8,0.0716785,0.032777,0.0269809999999999
11,0.4693070608,0.0923316796,-0.0352726431,2.5600561174,-0.4527081352,0.122863711,0.0394050704,0.63394424,1.533443133,-0.0840454804,0.4078292282,0.0637178592,-0.7883764535,2.1782736499,0.6149220272,0.1457208539,0.0186527255,0.1197653402,1.6695850799,0.0921514764,1,1,8,0.0260994999999999,0.0406775,0.03625
12,0.6281684982,0.0619842728,-0.041580963,2.5347612524,0.3698231827,0.0421245421,0.0519836878,0.6387973641,1.2655958933,0.4538556441,0.3297069597,0.0453494277,0.1244404311,1.3254123802,-0.3117719745,0.2915567766,0.1255879436,0.2549663446,1.7751193899,0.6926099101,1,1,8,0.0653645,0.0251319999999999,0.020041
13,0.4473582766,0.0590804523,0.144884908,1.4779290095,-0.0044001585,0.2563945578,0.0284872017,-0.1056826847,3.1497837763,-1.4247075375,0.2962471655,0.0777349961,-0.0139005338,1.3858331628,0.09479348,0.1311791383,0.0342786349,0.283824602,1.7183942809,0.2253721903,1,1,10,0.0553729999999999,0.0488355,0.0416295
14,0.5794117647,0.043415989,-0.4074941452,1.2187684352,-0.3096983517,0.0394117647,0.0307546379,-0.2610725286,1.8607001103,0.3884102248,0.3811764706,0.0433302279,-1.2204449074,1.9602591256,0.2723733444,0.1638235294,0.0279891229,-0.3488193912,2.0651913906,-0.4591502702,1,1,10,0.0332435,0.0551884999999999,0.0496765
15,0.4807697438,0.1143868844,0.4297684286,2.4999902763,-0.8130048893,0.1629169617,0.0616898987,0.2176105394,2.4308692143,0.8734716987,0.3563132945,0.0541473199,0.5451585567,2.4534872669,0.6098339919,0.131643324,0.0291079158,-0.2590430388,2.0798162289,0.073517164,1,1,10,0.063203,0.0423075,0.033353
16,0.6532163743,0.0886068162,-0.1438391874,1.9162841216,0.5501683052,0.061208577,0.0584223242,0.0685373897,1.5275097363,0.2842128388,0.2855750487,0.0435245592,-0.6989266326,3.0847331113,-1.3760031737,0.2412475634,0.0591175848,-0.0117869696,1.3461297985,-0.3283355423,1,1,10,0.0427925,0.050071,0.0412575
17,0.5031578947,0.1512862671,-0.4461652204,2.6955597682,1.1662073924,0.0105263158,0.0210526316,-0.25,3.25,1.5,0.4863157895,0.1543317289,-0.4981280636,2.2225345427,-0.9165973343,0.3557894737,0.0566468381,-0.7606888361,1.7024281921,-0.6597248873,1,1,10,0.0482024999999999,0.041137,0.0322775
18,0.5272727273,0.0533476157,0.0304987049,2.8706983537,1.2097210447,0.164983165,0.0534919249,0.509380863,1.4126006816,0.3288856409,0.3077441077,0.0404376964,-0.6142038819,1.7084702608,0.3186752024,0.1595959596,0.0313402728,0.5238095238,1.1666666667,-0.4082482905,1,1,10,0.0465094999999999,0.0569799999999999,0.0521655
19,0.7455486932,0.0620609949,-0.3357022348,2.1643429103,-0.5068636555,0.0737827141,0.0346249297,-0.1428596912,2.9719261706,1.2634732565,0.1806685927,0.0322332479,-0.1587580736,1.4303553228,-0.3115161356,0.0729829064,0.0192093874,0.2856640667,1.5881577029,0.4065360086,1,1,20,0.0457685,0.046836,0.0328915
20,0.4208563998,0.0094960034,-1.0326895894,1.5724923134,-0.0709422203,0.2123810413,0.0329284004,0.1793861466,2.2399885714,-0.6917110302,0.3667625589,0.0320943671,0.410367209,2.107039361,0.3534926308,0.0843219295,0.0102590383,-0.5143836571,1.6300541767,-0.2180317698,1,1,20,0.0609195,0.0542075,0.0399075
21,0.6784473696,0.1025870792,0.3224175187,1.3224823659,0.4639355538,0.0933631728,0.0322069261,0.2233189445,1.3225379681,-0.0500463829,0.2281894576,0.0731822064,0.3665265162,1.4865447377,-0.538803007,0.059481858,0.0070282161,-0.9010244535,1.3620545161,0.1664206084,1,1,20,0.053605,0.04952,0.0376375
22,0.5608855767,0.0967168195,0.402229189,1.7414146139,-0.2628247226,0.0889074144,0.0239352569,0.4608138265,1.5184505574,0.0389692928,0.3502070088,0.0729332627,0.3795843135,1.8253717876,0.3421136877,0.048070397,0.0084203088,-0.0183404527,2.499332566,0.9486166453,1,1,20,0.0614185,0.0486535,0.0381055
23,0.5855778761,0.0318625869,-0.657426183,2.4084330216,0.835219263,0.1000541551,0.015181275,0.1032662904,2.8570025661,1.1641491206,0.3143679688,0.033960794,-0.80680215,1.476242968,-0.0870628577,0.0631799279,0.0064792276,-0.2845997517,2.2533924417,-0.6550865366,1,1,20,0.063417,0.055839,0.040537
24,0.4219653909,0.0499018543,-0.0575017394,1.7776103108,0.2620997059,0.1905140836,0.0255043831,0.570887988,2.538812819,-0.9459223374,0.3875205255,0.0339579541,-0.5975907144,1.2540158153,0.3953504507,0.0723001137,0.0070080574,-0.0296371355,2.0593054676,-0.6098002738,1,1,20,0.068004,0.055907,0.0394445
25,0.429,0.0139283883,-0.1304836895,1.4252843023,0.0399688047,0.111,0.0096953597,-0.3326226013,2.3587596197,-0.2830922144,0.46,0.0158113883,-0.3260869565,2.788,-1.1384199577,0.058,0.0116619038,-0.7677514793,1.5469290657,0.1097086537,1,1,50,0.0515355,0.0554309999999999,0.0427585
26,0.302,0.0206397674,0.0757290687,2.4627058123,0.0723340392,0.189,0.0243721152,-0.6376959782,1.8944835561,-0.386266901,0.509,0.0290516781,-0.5972882969,2.4161238517,-0.3871186188,0.044,0.008,-0.2133891213,1.4189453125,0.03515625,1,1,50,0.0498334999999999,0.052097,0.04009
27,0.475,0.0170293864,0.0476190476,2.3335315101,-0.7289630311,0.126,0.0177200451,-0.036036036,2.5473852895,-0.5693649136,0.399,0.0146287388,0.2004048583,2.3050484758,-0.2817396204,0.066,0.012,-0.0233918129,1.3981481481,0.1111111111,1,1,50,0.0542244999999999,0.0618279999999999,0.0448845
28,0.710283046,0.0658800181,0.7266753682,2.2736705603,-0.7057367384,0.0360502874,0.013938032,0.1696938317,2.0249204801,-0.2751898882,0.2536666667,0.0537008173,0.7432376916,2.3727526711,0.835661456,0.0519468391,0.0117677396,0.2938859998,1.7780723385,0.2829894955,1,1,50,0.045764,0.04826,0.0343935
29,0.463,0.04621688,0.0618870145,2.5534733619,-0.7610065476,0.137,0.020880613,-0.131852552,2.3031100076,-0.7935019592,0.4,0.0328633535,0.3111111111,2.4176954733,0.980490998,0.048,0.0136381817,-0.4434180139,3.1437738467,1.4286267334,1,1,50,0.0433395,0.0528094999999999,0.039564
30,0.405,0.0158113883,-0.4130434783,1.828,0.3794733192,0.117,0.0196468827,-0.4506539834,2.0239603748,0.5506549315,0.478,0.0174928557,0.1958041958,1.7946302704,0.3071281852,0.042,0.012083046,0.1354723708,1.323043723,-0.3877276903,1,1,50,0.0508094999999999,0.0519045,0.037777
31,0.362,0.0206397674,-0.3648947951,1.4708391192,0.0723340392,0.144,0.0165529454,-0.248125937,2.4098513506,-0.6508643867,0.494,0.0124096736,-0.9587628866,2.9432450666,-1.2621071359,0.072,0.0163095064,-0.0180995475,2.304850472,-0.3236269296,1,1,100,0.0367414999999999,0.0373735,0.0287364999999999
32,0.401,0.0263438797,-0.5681421083,2.4201720802,-0.6212446456,0.134,0.0115758369,0.2076502732,1.3968589886,0.2436882574,0.465,0.0303315018,-0.3005464481,2.4462429112,0.8869384085,0.058,0.0112249722,-0.5404475043,1.6957671958,-0.5557336935,1,1,100,0.0414785,0.0421315,0.0329825
33,0.485,0.0197484177,-0.6081081081,1.6715976331,-0.33108787,0.142,0.030757113,0.3411532559,1.9338150173,-0.6833875301,0.373,0.0273130006,-0.1480787254,1.4177525893,-0.1431130635,0.063,0.0128840987,0.3721633888,1.2876324575,-0.3955562318,1,1,100,0.04111,0.0451695,0.035891
34,0.373,0.0833426661,0.0473456408,2.7216786665,-0.8647738677,0.11,0.0266458252,-0.7380952381,2.6269589367,1.1179512056,0.517,0.061204575,0.3405984485,2.424070067,0.3699356005,0.075,0.009486833,-0.8888888889,1.7592592593,0.3513641845,1,1,100,0.047386,0.0479794999999999,0.0375945
35,0.459,0.0310483494,-0.0551693205,1.894134915,-0.3351752737,0.145,0.0281069386,-0.9310344828,2.2981092774,-0.830913344,0.396,0.0423556372,0.1755761464,2.0562913167,0.3736477129,0.053,0.0153622915,-0.5755764304,2.5246337259,-0.9035993059,1,1,100,0.0395375,0.042892,0.032139
36,0.167,0.0767202711,0.0338476178,2.5632666259,0.4978702169,0.218,0.0366878727,-0.1144174974,2.0854272966,-0.1866271725,0.615,0.0433589668,0.1813333333,2.3309472612,-0.5906898626,0.078,0.0102956301,0.3005181347,1.3209327163,0.1319482681,1,1,100,0.0346655,0.043118,0.0345965
37,0.136,0.0635924524,-0.3490916598,3.0111584147,1.3177851113,0.206,0.0255734237,-0.2867274569,1.9157618607,0.1352464823,0.658,0.0450111097,-0.487845767,3.041244181,-1.3327410576,0.053,0.0150332964,0.2105263158,2.5084579842,0.7841001948,1,1,200,0.0358815,0.0391355,0.0362904999999999
38,0.279,0.0255734237,-0.2674187127,1.9157618607,-0.1352464823,0.167,0.0193907194,-0.0218978102,2.3587596197,-0.2830922144,0.554,0.0391663121,-0.00104639,1.2578350097,-0.013681502,0.106,0.0058309519,0.1044776119,1.6280276817,0.3631734744,1,1,200,0.0204275,0.028503,0.0253224999999999
39,0.356,0.0354118624,0.2599773792,1.3505757652,-0.1517346272,0.17,0.0151657509,-0.0476190476,1.7816635161,-0.6450461153,0.474,0.0326190129,0.4101633394,1.4089017186,0.3116983729,0.061,0.0106770783,-0.3502673797,1.7206832872,-0.1380231722,1,1,200,0.0227415,0.0299765,0.026005
