Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.328030303,0.0748659653,0.5846645367,3.0025123419,-1.3415581379,0.1795454545,0.1037519292,0.3872296601,2.0241350791,-0.7954055931,0.4924242424,0.0894131977,0.1343629344,1.6894144087,0.1191537627,0.4840909091,0.0976479594,-0.0057640278,1.521664951,0.0937292219,1,1,5,0.0,0.0,0.000663
2,0.2650793651,0.1084255959,-0.6239932964,1.8103199422,0.6356437262,0.1841269841,0.0773392236,-0.3777191826,2.9467862671,1.2328338338,0.5507936508,0.1370605279,-0.7289719626,1.5849041847,-0.5899147435,0.4023809524,0.0631738055,-0.4594998134,1.7175635976,0.2322365435,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.3888888889,0.1204415744,0.4492753623,1.4588048891,-0.044163728,0.25,0.0824022054,-0.4772727273,2.0351239669,-0.5516180693,0.3611111111,0.0929622252,0.5806451613,2.0216836735,0.032015052,0.4555555556,0.0737027731,-0.6666666667,2.2169421488,-0.3700366502,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.56,0.0602873776,-0.1620977354,2.8158081285,-1.2332237528,0.0666666667,0.0888888889,-0.0563380282,2.078125,0.84375,0.3733333333,0.0774915368,-0.4150943396,3.0422437673,-1.3040473294,0.3733333333,0.0326598632,0.0384615385,1.1666666667,-0.4082482905,1,1,5,0.0,0.0,0.0025075
5,0.5288888889,0.0997775303,-0.8150684932,3.0563114135,-1.3532751773,0.0444444444,0.0544331054,-0.6666666667,1.1666666667,0.4082482905,0.4266666667,0.073568646,-0.2948960302,2.4098513506,0.6508643867,0.5288888889,0.0708327887,-0.6886688669,1.2183334367,-0.2623456949,1,1,5,0.0,0.0,0.0
6,0.3522222222,0.1734045438,0.251420912,1.9050570113,-0.5514839588,0.2333333333,0.0888888889,0.0585774059,1.4189453125,-0.03515625,0.4144444444,0.1503740193,0.5230409888,1.3498036413,0.1785942588,0.4244444444,0.0555110933,-0.265218822,2.152089497,-0.3783797481,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.4123076923,0.0324092827,-0.1889660452,1.8952591381,0.1751413838,0.1420512821,0.0658650025,0.0208696341,2.7872526162,1.1081673104,0.4456410256,0.039537098,-0.0745746995,3.2370850459,-1.4907086988,0.1984615385,0.051731365,-0.5947242206,3.0541544292,1.3727367572,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.1611111111,0.0618640485,-0.0258481422,2.0793444329,-0.6170311183,0.3166666667,0.0283278862,-0.1904761905,1.9556213018,0.2715454179,0.5222222222,0.0368513866,0.0182648402,2.2169421488,0.3700366502,0.2277777778,0.0444444444,-0.1055276382,1.4189453125,-0.03515625,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.546043956,0.144180012,0.6509097957,1.4839277562,0.1733068699,0.1783882784,0.1012384237,-0.1924161232,2.3697700737,-0.7073937621,0.2755677656,0.0973492137,0.27152309,1.9958884874,0.0987626244,0.2237728938,0.0468212115,0.4338092829,2.9465708498,-1.2460575218,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.3663636364,0.1741894518,0.261476559,1.8979377106,-0.4498472355,0.1861616162,0.0981408652,0.2502345319,2.317258001,0.8169089532,0.4474747475,0.0796789804,0.1800685729,1.6488146187,-0.0096398691,0.1705050505,0.0388089169,0.5610099294,1.2433044034,0.3450058061,1,1,8,0.0716785,0.032777,0.0269809999999999
11,0.5591575092,0.1393646536,0.6589662842,1.4479726254,0.0264341486,0.1722344322,0.0878664106,-0.0129774879,3.057754812,-1.3542839157,0.2686080586,0.1016518562,0.4575060004,1.3757563889,0.0311413689,0.2337362637,0.0254478332,-0.2328294121,2.264477183,-0.4975612598,1,1,8,0.0260994999999999,0.0406775,0.03625
12,0.2382828283,0.1435226645,0.4087281673,1.5798955478,-0.0831709509,0.3242424242,0.0653871707,0.150639244,1.3839475502,-0.1890787417,0.4374747475,0.1065617789,0.0604525342,2.7741316292,1.1043798398,0.1860606061,0.012654917,0.3829188175,1.6971004124,-0.2003526542,1,1,8,0.0653645,0.0251319999999999,0.020041
13,0.6755784887,0.0447980598,-0.0030882726,2.5158589537,-0.3434367567,0.1079807362,0.0653531762,0.0723250164,2.4978695804,-0.2291181395,0.2164407751,0.098249205,0.1476178229,2.6879816351,1.0334781198,0.1772686619,0.0707294059,0.2647564845,2.0837309267,0.766695332,1,1,10,0.0553729999999999,0.0488355,0.0416295
