Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.2685185185,0.0346449758,0.7662337662,2.7857142857,1.3363062096,0.049382716,0.0449389499,-0.5457559682,1.1884122464,-0.110147622,0.6820987654,0.0587231407,-0.2726696259,2.9944598761,-0.6066044331,0.4537037037,0.0627993517,-0.1404358354,2.4073724008,-0.2435997536,1,1,5,0.0,0.0,0.000663
2,0.1740740741,0.1659449394,0.4982119185,1.5327786368,0.3763773254,0.1703703704,0.0651578225,0.2796372999,1.8003515493,0.1677253477,0.6555555556,0.124969132,0.2125427594,2.1927619554,-0.6149959627,0.3277777778,0.0608580619,0.9016990291,1.3983333333,0.2677754726,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.178659612,0.1499379062,0.9803896502,4.5655727566,1.6199934783,0.1951499118,0.0621962617,0.4487697172,2.2326786467,-0.4086809053,0.6261904762,0.1131001113,0.8746862329,5.1239269979,-1.7683759546,0.371340388,0.0797349797,0.1176308161,1.8282248161,-0.0330434545,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.4432098765,0.0650407584,0.1626398703,4.6633698054,1.0057347416,0.1728395062,0.079411607,0.0419151175,2.8224687617,-0.9660164208,0.3839506173,0.0471000194,-0.4051539169,1.2507664988,-0.0019404344,0.3407407407,0.0445215381,-0.4213266487,3.2063373283,-0.1306845018,1,1,5,0.0,0.0,0.0025075
5,0.3543209877,0.1578702949,0.3297292858,1.4273453157,0.231179678,0.2864197531,0.1793929543,0.3962017845,1.517299285,-0.1353786976,0.3592592593,0.0906840337,-0.1397712834,3.0016788386,0.8300705775,0.3765432099,0.0629508582,-0.1871476888,2.0924556213,0.9013799288,1,1,5,0.0,0.0,0.0
6,0.4135802469,0.1258744751,0.1069715507,1.5651250937,0.1360012207,0.2024691358,0.143446484,0.0898901941,1.6306747029,-0.1296156545,0.3839506173,0.0961339245,-0.2395110519,3.7531964066,0.6933059872,0.4425925926,0.0701751679,0.0742234772,3.5476098106,0.8401475465,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.4624827025,0.1004148342,0.0962650702,1.7722338205,-0.1468257318,0.1077899878,0.0722534341,0.4161485924,1.9106818157,0.3002701041,0.4297273097,0.0626798979,0.0763757686,3.0290665212,0.8585280934,0.2444118844,0.0507488271,0.023321364,2.3333843601,-0.1178041789,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.4033670034,0.0638435691,0.1574073781,2.7270285139,-0.684632268,0.1134680135,0.0590734,0.2839223346,2.6508221736,-0.1729157938,0.4831649832,0.0256379122,-0.3624475201,2.2227028483,-0.4101961136,0.1833462833,0.0565670559,-0.4716866588,2.9411340514,0.9643454486,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.3653198653,0.1070513821,0.474872567,2.9925825429,-0.5968619315,0.1425364759,0.0242538527,0.1203301477,2.8882154333,0.8104258251,0.4921436588,0.1105449588,0.4520195191,2.7821035194,0.6966867126,0.1742424242,0.0315403939,0.4630824373,2.2552049091,0.0961453231,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.2717171717,0.0757328804,0.4674929606,2.1463656737,0.6188861209,0.2101010101,0.0491230675,0.4957878129,1.630554442,-0.3580854841,0.5181818182,0.0444591089,-0.2819531323,1.5727429168,-0.4233018601,0.1982042649,0.0551151358,0.4390799682,1.9435245153,0.5218186062,1,1,8,0.0716785,0.032777,0.0269809999999999
