Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.0153846154,0.0307692308,-0.0526315789,3.25,1.5,0.1868131868,0.0711320982,0.0516795866,1.9247013858,-0.2239882558,0.7978021978,0.0512375526,0.0746794066,1.9314407369,-0.3926195655,0.3901098901,0.0496333617,0.4066852368,1.7758794694,-0.6951425664,1,1,5,0.0,0.0,0.000663
2,0.2555555556,0.1463548875,0.4778796333,1.3538066091,-0.1617927154,0.2555555556,0.040824829,-0.5985130112,2.8127572016,1.1642636432,0.4888888889,0.1507184441,0.6686746988,1.2296786389,0.2115471545,0.4777777778,0.064310205,0.5446265938,1.1963689018,0.3365218792,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.0133333333,0.0266666667,-0.0526315789,3.25,1.5,0.4552380952,0.1640916728,-0.1643676353,3.0648252105,-1.3597880906,0.5314285714,0.1380328266,-0.190146333,2.9908241421,1.3029734129,0.4085714286,0.0279941685,0.060324826,2.4361979167,-1.0269996057,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.3396825397,0.1221964516,-0.7204433066,1.6518581319,-0.6127901477,0.2238095238,0.0598456905,-0.1004206569,2.758834449,-1.0807403808,0.4365079365,0.0933678804,-0.3672456576,1.5112850413,0.1267668088,0.4666666667,0.0538631095,-0.7050691244,1.815527388,0.6122692079,1,1,5,0.0,0.0,0.0025075
5,0.3311111111,0.2166410241,0.7738852245,1.6623344929,-0.3618467614,0.2433333333,0.1772352834,0.6751287161,1.4598159915,-0.0137219153,0.4255555556,0.0651304484,0.1809290954,2.3099093892,0.3307889327,0.4477777778,0.0863241093,0.1096520362,2.5550313098,0.6212299964,1,1,5,0.0,0.0,0.0
6,0.1933333333,0.171787983,0.846345515,2.2150620555,0.9127950987,0.2333333333,0.0942809042,0.3611111111,2.2625,0.7954951288,0.5733333333,0.1372750685,0.2475728155,2.2821288715,-0.6927284075,0.4166666667,0.0774596669,-0.0833333333,2.9166666667,-1.2909944487,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.1924242424,0.074781592,-0.1121856867,1.9084645749,0.0696659787,0.2560606061,0.0889175803,-0.4441556576,2.7714973351,-0.9445355142,0.5515151515,0.0386487403,-0.4539978094,2.564140464,-0.4635823444,0.1944444444,0.0266291441,0.4735632184,1.8345970705,-0.4052464799,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.4519191919,0.1144878982,0.4603957562,1.5462540105,-0.3880297855,0.0841414141,0.0345708454,0.2167032869,2.2046297682,0.1365946608,0.4639393939,0.0848831098,0.4680099638,1.3718091768,0.3267673425,0.195959596,0.0242003001,0.4625095639,1.2156333086,-0.3346407121,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.5224322344,0.0612891233,-0.126683633,1.9561839314,0.2181222839,0.1319413919,0.0401999591,-0.7894638776,1.9444272791,0.6844618878,0.3456263736,0.0492244109,0.2132712389,2.123281746,0.5097273318,0.1912820513,0.0282202519,-0.1056336319,2.5025466242,-0.4567210604,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.5984981685,0.1229497642,0.6142200988,1.2546663503,0.1625129912,0.1701098901,0.1164566974,0.4632350493,1.4710877063,-0.354144016,0.2313919414,0.0345170027,0.2301687443,1.775501709,0.3273553029,0.2486080586,0.0292484822,-0.3174804404,2.0964904126,-0.4487875201,1,1,8,0.0716785,0.032777,0.0269809999999999
