Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.1285714286,0.0285714286,-0.0526315789,3.25,-1.5,0.1571428571,0.0832993128,0.8314606742,1.6280276817,0.3631734744,0.7142857143,0.1010152545,0.6666666667,1.7,0.0,0.3,0.0285714286,-0.3157894737,3.25,1.5,1,1,5,0.0,0.0,0.000663
2,0.2753968254,0.16673468,0.2381253886,1.2256042929,-0.2465584124,0.1206349206,0.0484452142,-0.2084820946,2.9342000289,1.2591791035,0.603968254,0.1523809524,-0.0518764027,1.5620827763,0.2985187107,0.346031746,0.0525490329,-0.1152141802,2.8094464276,1.0027544819,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.3228571429,0.158997711,-0.0161724866,1.7481929882,-0.5415962725,0.1761904762,0.1071163988,0.0458015267,2.3935774657,-0.249864074,0.500952381,0.0761398641,-0.7367499941,1.3202071724,0.0562756486,0.3938095238,0.1009209295,-0.5789902864,1.2578882427,-0.1773572882,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.4755555556,0.0622222222,-0.3157894737,3.25,1.5,0.0888888889,0.0831479419,-1.0588235294,1.8469387755,0.3436215967,0.4355555556,0.0724866952,0.3445692884,2.304850472,0.3236269296,0.3688888889,0.0838576101,-0.6171328671,2.1453414973,-0.782492817,1,1,5,0.0,0.0,0.0025075
5,0.3355555556,0.229050644,0.5430258254,1.4614165316,-0.3631794896,0.1931746032,0.1996189365,0.4753803232,2.7778852397,1.132282874,0.4712698413,0.0987760828,-0.3329575896,3.1435715401,1.4191274022,0.3846031746,0.0694353282,-0.3846527076,2.9678774967,-1.2738161066,1,1,5,0.0,0.0,0.0
6,0.2733333333,0.1335830994,-0.7121653856,1.6941613718,-0.2795821271,0.2433333333,0.0388730126,-0.1331220285,3.1040224913,-1.4035141564,0.4833333333,0.1125462868,-0.6255707763,2.0717913204,0.3663210165,0.44,0.10252371,0.1066140178,2.400450992,-0.4153115527,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.2787878788,0.0587597558,-0.3881748072,1.815527388,-0.6122692079,0.1733333333,0.0699048284,0.1120864281,1.9420706914,-0.1386020434,0.5478787879,0.0283232035,-0.4358683314,2.6640703619,0.9104741907,0.1654545455,0.0521212121,0.3225159601,1.5565554269,-0.2012652974,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.2249529781,0.0798338613,0.0421015774,2.957351478,1.2514460179,0.2924346917,0.1371106918,-0.0160398371,2.6522623037,0.9450333422,0.4826123302,0.0941517923,-0.3562082483,2.8166717911,-1.1777865515,0.2155485893,0.0359273361,-0.7725017555,2.2038800073,-0.9067767534,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.446025974,0.0617608135,-0.1718986559,1.6665772406,-0.0646885768,0.1904588745,0.048829646,-0.1624239864,2.6475557159,0.8887580169,0.3635151515,0.0332625143,0.6492562879,2.4932022079,0.918170937,0.1855064935,0.0525028841,-0.5253829015,2.8634989522,1.1620475929,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.625952381,0.0220337815,-0.1505752876,2.7204269155,0.9227022536,0.1523809524,0.083244851,-0.2857142857,2.5010964612,-0.9541919081,0.2216666667,0.0795409163,-0.0103487721,2.961613921,1.2180643421,0.2864285714,0.0468243207,0.0158813886,2.8002096753,1.1035824235,1,1,8,0.0716785,0.032777,0.0269809999999999
11,0.3808080808,0.0868686869,0.6233045961,1.8212096141,-0.3750990479,0.1373737374,0.0659588999,0.7638994669,1.7493479156,0.4713179213,0.4818181818,0.0242424242,0.1457286432,1.4189453125,0.03515625,0.148989899,0.019819613,-0.4723127036,2.290647664,0.3325944334,1,1,8,0.0260994999999999,0.0406775,0.03625
12,0.247979798,0.0599799307,0.4174165798,1.6342079734,-0.0360825013,0.1433333333,0.0232639223,-0.5924441059,2.2440383598,0.3654098864,0.6086868687,0.0713716245,0.3763687273,1.2145652462,0.2998044917,0.253030303,0.0536971065,0.0729831451,2.3425722139,-0.1548769616,1,1,8,0.0653645,0.0251319999999999,0.020041
