Feature,Importance
INF_avg,0.0010605718415639663
INF_sd,0.0008924554057343614
INF_r1,0.0015922681505426163
INF_kr,0.001142857453016763
INF_sk,0.001168521898590873
SUP_avg,0.0016256597935474747
SUP_sd,0.000865496265077054
SUP_r1,0.0014891972197964192
SUP_kr,0.0009632347729703259
SUP_sk,0.0011978589575286286
INC_avg,0.001401494943673201
INC_sd,0.001274934556935084
INC_r1,0.000950081966275743
INC_kr,0.001430050131254532
INC_sk,0.001277392755968326
IND_avg,0.0017911261827141763
IND_sd,0.0010177179865706494
IND_r1,0.0013818753704134747
IND_kr,0.00132272327028572
IND_sk,0.0010802660982736005
class,0.017070866811498685
type,0.006737205225586134
vertices,0.9512661429421823
