Feature,Importance
INF_avg,0.0011168272520962156
INF_sd,0.0007161591502074537
INF_r1,0.0006892094661550814
INF_kr,0.0009789949976144545
INF_sk,0.0011017164169305695
SUP_avg,0.003807914290259136
SUP_sd,0.0013217178705279531
SUP_r1,0.0008547777063451611
SUP_kr,0.001406277779807005
SUP_sk,0.0036442471696689323
INC_avg,0.0010541977468681376
INC_sd,0.0007516784176145471
INC_r1,0.0006048176149834043
INC_kr,0.0025518291965760543
INC_sk,0.0008964044556565526
IND_avg,0.0007014057018657861
IND_sd,0.0008184171624956233
IND_r1,0.0007750438212223788
IND_kr,0.0008805170447433392
IND_sk,0.0007253840316139014
class,0.017210536892925465
type,0.005878712034013621
vertices,0.9515132137798092
