Feature,Importance
INF_avg,0.0011854704302401685
INF_sd,0.0005512093350419308
INF_r1,0.001393171979154588
INF_kr,0.0008500978780506836
INF_sk,0.0008079812529708533
SUP_avg,0.0027753069334117233
SUP_sd,0.0012572602405298064
SUP_r1,0.0007769919312481351
SUP_kr,0.0010066733591021083
SUP_sk,0.0008112158435703787
INC_avg,0.001625248795671665
INC_sd,0.0015824342742687062
INC_r1,0.0007302314385447648
INC_kr,0.0015759791300234023
INC_sk,0.0020000056779488702
IND_avg,0.0024007157069166726
IND_sd,0.000746677445631426
IND_r1,0.0013548908930898346
IND_kr,0.0008950322049978513
IND_sk,0.0007976096961286663
class,0.0171489770621803
type,0.00673112620331893
vertices,0.9509956922879587
