Feature,Importance
INF_avg,0.00040478890028258427
INF_sd,0.0011735801330636632
INF_r1,0.0017247834260815786
INF_kr,0.0011480919526151564
INF_sk,0.0009273772674102995
SUP_avg,0.001268204368200334
SUP_sd,0.0013311825174364333
SUP_r1,0.0017328109101639373
SUP_kr,0.0005894993005902695
SUP_sk,0.0008555160242782808
INC_avg,0.0007822450634318694
INC_sd,0.0016151733763150038
INC_r1,0.00119289815079974
INC_kr,0.0005869735434633698
INC_sk,0.001748100142982998
IND_avg,0.0012966897094137558
IND_sd,0.0012103402023022065
IND_r1,0.0018493654917400854
IND_kr,0.0007016864908961616
IND_sk,0.0006123423114685759
class,0.017511754753784137
type,0.007315041542723813
vertices,0.9524215544205556
