Feature,Importance
INF_avg,0.005467626182805728
INF_sd,0.0017342123796343315
INF_r1,0.001528225534887701
INF_kr,0.001218190125047653
INF_sk,0.0008778958610642462
SUP_avg,0.001395026594997957
SUP_sd,0.002457846830033876
SUP_r1,0.002304687517232771
SUP_kr,0.0019173383633562177
SUP_sk,0.001749811479225316
INC_avg,0.004217044361195828
INC_sd,0.0013308424039712486
INC_r1,0.0017107708301915409
INC_kr,0.0020738531482443648
INC_sk,0.0022083905617447013
IND_avg,0.0034763353208197047
IND_sd,0.0023693539320370246
IND_r1,0.003588636651183406
IND_kr,0.0012456309031646303
IND_sk,0.0012533573648680872
class,0.009153578039543116
type,0.004313261840817601
vertices,0.942408083773933
