Feature,Importance
INF_avg,0.0008336452957802227
INF_sd,0.0028798025213084113
INF_r1,0.0024778192891888096
INF_kr,0.001100268662966445
INF_sk,0.0007987837538788617
SUP_avg,0.000898478439376455
SUP_sd,0.0012438501473316936
SUP_r1,0.0010306105782688128
SUP_kr,0.0011633299747969643
SUP_sk,0.0009263738885256472
INC_avg,0.0009729499188252612
INC_sd,0.0007973062187442736
INC_r1,0.0011436404515707463
INC_kr,0.001186109060099924
INC_sk,0.0007197983887051207
IND_avg,0.0011253545688671754
IND_sd,0.0005538046205338758
IND_r1,0.0012806839374280266
IND_kr,0.0015973887413568322
IND_sk,0.001109587893208392
class,0.017598844055614633
type,0.007119940563234703
vertices,0.9514416290303886
