Feature,Importance
INF_avg,0.0005231848286738111
INF_sd,0.0008777188409727573
INF_r1,0.0008627558937471622
INF_kr,0.001601302594908782
INF_sk,0.0013948247301811627
SUP_avg,0.0017843498497325714
SUP_sd,0.0012263212306108746
SUP_r1,0.0005598969590573423
SUP_kr,0.0027704409944904543
SUP_sk,0.0014588959356947918
INC_avg,0.0006904445746018342
INC_sd,0.0007181652799344706
INC_r1,0.0008059249068984398
INC_kr,0.0011460397664198822
INC_sk,0.0018484536415251593
IND_avg,0.000916946799437765
IND_sd,0.000916237259462693
IND_r1,0.0011250043176849452
IND_kr,0.0028152181749597507
IND_sk,0.00095885808195973
class,0.016981969412578818
type,0.006961926986378142
vertices,0.9510551189400885
