Feature,Importance
INF_avg,0.0009647848286351473
INF_sd,0.0007696214664147953
INF_r1,0.0017756847713794482
INF_kr,0.0016232128791109405
INF_sk,0.0008129415994950195
SUP_avg,0.0012392844850880054
SUP_sd,0.0011840325572844799
SUP_r1,0.0012751471741330928
SUP_kr,0.0015469947232042802
SUP_sk,0.0014856228816559844
INC_avg,0.0011109746996779614
INC_sd,0.0006966589428539163
INC_r1,0.0009296211088970711
INC_kr,0.0015445835440767637
INC_sk,0.0007793286793871935
IND_avg,0.0005105918629026067
IND_sd,0.0014712401141966952
IND_r1,0.001109304351734807
IND_kr,0.0013194205494385716
IND_sk,0.0013217057836898063
class,0.017497419978678888
type,0.006961653348152462
vertices,0.9520701696699121
