Feature,Importance
INF_avg,0.000794377263233061
INF_sd,0.0005068710210463966
INF_r1,0.0013415429730574493
INF_kr,0.0008278518884827304
INF_sk,0.0012253410563926005
SUP_avg,0.0029988570567319435
SUP_sd,0.001817466225919329
SUP_r1,0.001258030941206073
SUP_kr,0.0011150055657582112
SUP_sk,0.0016779339776155735
INC_avg,0.0012633288090261156
INC_sd,0.0005563431610522819
INC_r1,0.0013905766694471973
INC_kr,0.001096707920181
INC_sk,0.0011550279567802792
IND_avg,0.0009466577064245847
IND_sd,0.0006172440659962591
IND_r1,0.00081160984372458
IND_kr,0.0010974544198067194
IND_sk,0.0014067209391752313
class,0.0171603494930196
type,0.007046468329600252
vertices,0.9518882327163224
