Feature,Importance
INF_avg,0.0006875052129639227
INF_sd,0.002921110620703508
INF_r1,0.0010666813753925442
INF_kr,0.0011462188697923244
INF_sk,0.0022847711597231085
SUP_avg,0.0013660652729668853
SUP_sd,0.001035045248491624
SUP_r1,0.0005325529907478667
SUP_kr,0.0006335997943567545
SUP_sk,0.0013871822648336574
INC_avg,0.0013290223751650098
INC_sd,0.0017778365737889748
INC_r1,0.0006310806310065634
INC_kr,0.0016227063649844355
INC_sk,0.0009688861382387618
IND_avg,0.0033648108570074066
IND_sd,0.0008615664186863356
IND_r1,0.0018160450600021207
IND_kr,0.0022389603802494633
IND_sk,0.0009362359526981928
class,0.01709188334933192
type,0.006667887384504076
vertices,0.9476323457043645
