Feature,Importance
INF_avg,0.000705255847979326
INF_sd,0.0014451955677754818
INF_r1,0.0010923994492682142
INF_kr,0.0005341163679120639
INF_sk,0.0015914162583634914
SUP_avg,0.0017906550503605228
SUP_sd,0.0016993959041491005
SUP_r1,0.001475323601667225
SUP_kr,0.0014433935687729019
SUP_sk,0.0012686889002534994
INC_avg,0.0017682143391420792
INC_sd,0.0013842647092639879
INC_r1,0.0014855510480151824
INC_kr,0.0017053660671790941
INC_sk,0.001321261950042097
IND_avg,0.0008159644463788583
IND_sd,0.0010503313472805915
IND_r1,0.0008271644527727988
IND_kr,0.000605545335844071
IND_sk,0.0008013228114117919
class,0.017238868762672437
type,0.006957506432393052
vertices,0.9509927977811021
