Feature,Importance
INF_avg,0.0009744759538819993
INF_sd,0.001576198981530844
INF_r1,0.0016949673917492885
INF_kr,0.0009738773754257026
INF_sk,0.0014127006727653166
SUP_avg,0.0015941489817287095
SUP_sd,0.0009047506037374795
SUP_r1,0.0007171423649279919
SUP_kr,0.001939140911805469
SUP_sk,0.0013074612683664734
INC_avg,0.001310122413079089
INC_sd,0.0009790621170835804
INC_r1,0.001225611370299146
INC_kr,0.00165438047392415
INC_sk,0.0006358922038865343
IND_avg,0.0006779278836423665
IND_sd,0.0009067693020777107
IND_r1,0.0007287703785597349
IND_kr,0.0007813637572630192
IND_sk,0.000833619410452144
class,0.017879686142583166
type,0.0067120472358302595
vertices,0.9525798828054001
