Feature,Importance
INF_avg,0.0035859431853921516
INF_sd,0.0013777860022476777
INF_r1,0.0046797056188879905
INF_kr,0.0010022365679773606
INF_sk,0.0038940449983466594
SUP_avg,0.0017585328018425669
SUP_sd,0.0017591250509305738
SUP_r1,0.0018270699679584393
SUP_kr,0.0005596083385256831
SUP_sk,0.0009705154129397471
INC_avg,0.00506202782657314
INC_sd,0.00216005084825423
INC_r1,0.0032650938758241495
INC_kr,0.0009795305009778431
INC_sk,0.0022822042672841986
IND_avg,0.007705033744217026
IND_sd,0.002940273988475955
IND_r1,0.003605911341581674
IND_kr,0.0011510599543375637
IND_sk,0.0018632738165709547
class,0.009533081077563153
type,0.0015093554216750015
vertices,0.9365285353916162
