Feature,Importance
INF_avg,0.0008828953035804942
INF_sd,0.0010629145040663012
INF_r1,0.0009861550174713426
INF_kr,0.000932480706968231
INF_sk,0.0010238890767041672
SUP_avg,0.0015370496373673444
SUP_sd,0.002251010313775719
SUP_r1,0.0009901669338982515
SUP_kr,0.0005405942915284808
SUP_sk,0.001269152512109006
INC_avg,0.002650698870150711
INC_sd,0.0005853324777336945
INC_r1,0.0009158652844230874
INC_kr,0.0011951742482147628
INC_sk,0.001057942106264441
IND_avg,0.000718749405303282
IND_sd,0.0006521782338929701
IND_r1,0.000594156854009871
IND_kr,0.0012608988476465169
IND_sk,0.001895196823830899
class,0.017413234835156353
type,0.007277482899698632
vertices,0.9523067808162053
