Feature,Importance
INF_avg,0.0024263064185315866
INF_sd,0.0010840767168222288
INF_r1,0.0006802436391499494
INF_kr,0.0018268093969528991
INF_sk,0.001331158144551604
SUP_avg,0.0027324869947046903
SUP_sd,0.0005767768954632423
SUP_r1,0.0009852777441879909
SUP_kr,0.0009456010396552082
SUP_sk,0.0012400804833042657
INC_avg,0.0012498916104207258
INC_sd,0.0010651590750626627
INC_r1,0.0005996021581332877
INC_kr,0.0013739867782217065
INC_sk,0.000992379074623856
IND_avg,0.003219414371763057
IND_sd,0.0013465114583921256
IND_r1,0.001320362934230176
IND_kr,0.0009925203749444698
IND_sk,0.0009083550703220817
class,0.017199014348248488
type,0.006180091621580675
vertices,0.949723893650733
