Feature,Importance
INF_avg,0.0007110375285571807
INF_sd,0.001016803563983979
INF_r1,0.0012267378522011622
INF_kr,0.0006386509675547912
INF_sk,0.0008687480717929104
SUP_avg,0.0020307253223181693
SUP_sd,0.0019406623234659343
SUP_r1,0.0013351770987459805
SUP_kr,0.0013098164292022168
SUP_sk,0.0012842797386114417
INC_avg,0.0014101733025905126
INC_sd,0.0007836674070320609
INC_r1,0.0011571368213635538
INC_kr,0.001222156163674585
INC_sk,0.0010480434181384048
IND_avg,0.003054091154176573
IND_sd,0.0028642099046033457
IND_r1,0.001331131148797066
IND_kr,0.0007571258600060832
IND_sk,0.001086284892776407
class,0.016992919124467497
type,0.006923972282533365
vertices,0.949006449623407
