Feature,Importance
INF_avg,0.0016721369449325771
INF_sd,0.002757110198620327
INF_r1,0.0014320704458863453
INF_kr,0.0005351354336739794
INF_sk,0.000989610465225097
SUP_avg,0.0036070208386505425
SUP_sd,0.002676467041158662
SUP_r1,0.0010495441856938049
SUP_kr,0.0007423829271863391
SUP_sk,0.0007435985571598102
INC_avg,0.0020950585568783866
INC_sd,0.0013506239022455491
INC_r1,0.0010293214101535645
INC_kr,0.0005896194772693063
INC_sk,0.001332052093102171
IND_avg,0.010117537205075303
IND_sd,0.002025973312688355
IND_r1,0.0008425425874911109
IND_kr,0.0007985636850908447
IND_sk,0.001684535445134673
class,0.01217791762940631
type,0.005135696725842531
vertices,0.9446154809314343
