Feature,Importance
INF_avg,0.003896034295856987
INF_sd,0.00102506992822549
INF_r1,0.0007749598731740264
INF_kr,0.0008185963107088622
INF_sk,0.001338592049137682
SUP_avg,0.0033766480544930146
SUP_sd,0.0009798628083552531
SUP_r1,0.0010115542832758984
SUP_kr,0.0005789560373538267
SUP_sk,0.0006201882721002088
INC_avg,0.006419520502618488
INC_sd,0.00223192273476447
INC_r1,0.0012065171123743113
INC_kr,0.0012553675622588149
INC_sk,0.0009621946541664118
IND_avg,0.0076372010765463055
IND_sd,0.004289328031233839
IND_r1,0.002337800982266187
IND_kr,0.0007705514072807189
IND_sk,0.0006265250211469536
class,0.007891692101181439
type,0.005342587995973558
vertices,0.9446083289055073
