Feature,Importance
INF_avg,0.0007299393857169531
INF_sd,0.0007177505177306889
INF_r1,0.0014369868551263284
INF_kr,0.0018241492504304387
INF_sk,0.0018671591354068034
SUP_avg,0.0010859672422003084
SUP_sd,0.0007014538865319353
SUP_r1,0.0012318480186971213
SUP_kr,0.0007540345489164226
SUP_sk,0.0020286822348423543
INC_avg,0.0015556036025996729
INC_sd,0.0007107069474638642
INC_r1,0.0025750138112160554
INC_kr,0.0007389337671526131
INC_sk,0.0010589052020448415
IND_avg,0.0005631837157876482
IND_sd,0.00046461718517624187
IND_r1,0.0008102321645290401
IND_kr,0.0009081451493213865
IND_sk,0.0016167744212109512
class,0.017503852774196162
type,0.006906093089547245
vertices,0.9522099670941548
