Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
instances/A1/symmetric/100.1.in,0.6603125000,0.0885732174,0.8574927334,1.9323718955,0.2390891140,0.0553125000,0.0387083950,0.7961888130,1.6760556366,0.0308731021,0.2843750000,0.0532645227,0.8025877463,2.1694062742,-0.3126225991,0.0468750000,0.0099804496,0.4906673485,2.6367243368,0.7028446749
