Feature,Importance
INF_avg,0.0020711962333985717
INF_sd,0.007642421711178295
INF_r1,0.0021436797481467268
INF_kr,0.0029510568909175113
INF_sk,0.005422973476887688
SUP_avg,0.008894951853000906
SUP_sd,0.012382595171849406
SUP_r1,0.003029148485108054
SUP_kr,0.005670783995461676
SUP_sk,0.004067072271140493
INC_avg,0.007930033078675036
INC_sd,0.0031129992996983182
INC_r1,0.0033297788249078476
INC_kr,0.0032844902497981185
INC_sk,0.002847810186520326
IND_avg,0.008390822609796875
IND_sd,0.007834878664629147
IND_r1,0.005326016189351421
IND_kr,0.003811959187586906
IND_sk,0.006334628611399914
class,0.07645786287692402
type,0.01376661175136247
vertices,0.8032962286322602
