Feature,Importance
INF_avg,0.0025343552316979515
INF_sd,0.003246229027890508
INF_r1,0.00309123341010318
INF_kr,0.00682639364070813
INF_sk,0.004751185056430814
SUP_avg,0.00986112026942175
SUP_sd,0.0041772479329629415
SUP_r1,0.013252407132161729
SUP_kr,0.009818758570903332
SUP_sk,0.004632104553960614
INC_avg,0.003761330454071464
INC_sd,0.006108289775739685
INC_r1,0.0032265231143839912
INC_kr,0.00562556085610434
INC_sk,0.003673680777156988
IND_avg,0.00629144186030257
IND_sd,0.014242397024162254
IND_r1,0.006857129860173705
IND_kr,0.003991890447899923
IND_sk,0.004500552314581971
class,0.07847225427570574
type,0.011647826421622497
vertices,0.7894100879918539
