Feature,Importance
INF_avg,0.020387446759397763
INF_sd,0.0033310504360672976
INF_r1,0.004578776745255829
INF_kr,0.004805999457901368
INF_sk,0.004791427298890834
SUP_avg,0.0063418228263424515
SUP_sd,0.00396864386288625
SUP_r1,0.004002015139559803
SUP_kr,0.005929527498721979
SUP_sk,0.0076679736508742475
INC_avg,0.013540351812198922
INC_sd,0.004083805199925023
INC_r1,0.004520922513331737
INC_kr,0.004617658823229972
INC_sk,0.0029794592246815826
IND_avg,0.04166287802079767
IND_sd,0.007014607014935883
IND_r1,0.0075119826601747165
IND_kr,0.006610005956552406
IND_sk,0.0036404879491928263
class,0.06157063097423758
type,0.010398775331084123
vertices,0.7660437508437598
