Feature,Importance
INF_avg,0.0031306812337598064
INF_sd,0.0043493933862412786
INF_r1,0.004233990865457998
INF_kr,0.007090810028272096
INF_sk,0.007822916736618168
SUP_avg,0.01768884027667617
SUP_sd,0.013100919319173038
SUP_r1,0.0037088526675316015
SUP_kr,0.0042730205580555
SUP_sk,0.006028668281681418
INC_avg,0.005803706567327921
INC_sd,0.014662131103874921
INC_r1,0.003099651656033577
INC_kr,0.0040837953840382035
INC_sk,0.007511883045091987
IND_avg,0.023744596058070045
IND_sd,0.034805731055687766
IND_r1,0.005817590620980339
IND_kr,0.004083840281772573
IND_sk,0.004259935358988545
class,0.0469271602682784
type,0.010952743461004085
vertices,0.7628191417853845
