Feature,Importance
INF_avg,0.0040349585399184545
INF_sd,0.005937222056711357
INF_r1,0.0056741802492215705
INF_kr,0.0029841893332285376
INF_sk,0.0063563194912888464
SUP_avg,0.010259704051822987
SUP_sd,0.020526379926327647
SUP_r1,0.01835167365259809
SUP_kr,0.004325015521249935
SUP_sk,0.005279511858887446
INC_avg,0.009422008126920841
INC_sd,0.009310404385712154
INC_r1,0.004812189539786903
INC_kr,0.00301630077987982
INC_sk,0.004635734965167735
IND_avg,0.015132433940497621
IND_sd,0.07780361594008697
IND_r1,0.00466387354680655
IND_kr,0.004378041624157435
IND_sk,0.008979699956270949
class,0.02042226573937301
type,0.01075532808911785
vertices,0.7429389486849673
