Feature,Importance
INF_avg,0.005315306994524581
INF_sd,0.005680406640004252
INF_r1,0.022540103092395215
INF_kr,0.003893017687265854
INF_sk,0.004000596689551922
SUP_avg,0.029007989493838933
SUP_sd,0.012753076546778836
SUP_r1,0.013625400288075584
SUP_kr,0.0034118615365087953
SUP_sk,0.005695016687706151
INC_avg,0.004682496479953372
INC_sd,0.005933658734230821
INC_r1,0.028230659483007535
INC_kr,0.003750313901478396
INC_sk,0.004949935194686724
IND_avg,0.014258011143287277
IND_sd,0.010092450517135632
IND_r1,0.005917203196557775
IND_kr,0.005818443304617807
IND_sk,0.003789048538473651
class,0.056558969936673545
type,0.010271301726521836
vertices,0.7398247321867256
