Feature,Importance
INF_avg,0.0035843812098563382
INF_sd,0.004325035547038451
INF_r1,0.005544245796670486
INF_kr,0.003553726698326809
INF_sk,0.0019195819983579773
SUP_avg,0.00744844120992921
SUP_sd,0.00846310704145798
SUP_r1,0.003086774981016832
SUP_kr,0.003496017243359567
SUP_sk,0.004201047511334593
INC_avg,0.004393452145281695
INC_sd,0.005143907278538756
INC_r1,0.007850056640523798
INC_kr,0.007079488723532978
INC_sk,0.005014794594715796
IND_avg,0.010007213485630814
IND_sd,0.015034914802928007
IND_r1,0.004588556014751171
IND_kr,0.005626197784312932
IND_sk,0.003056974399323267
class,0.07689084023155025
type,0.012590232786767214
vertices,0.7971010118747951
