Feature,Importance
INF_avg,0.010565918909945179
INF_sd,0.005572566785079945
INF_r1,0.008429087034190676
INF_kr,0.00813392732368838
INF_sk,0.01271636710194605
SUP_avg,0.008168324430474782
SUP_sd,0.01043979934259867
SUP_r1,0.0192450511190422
SUP_kr,0.006009691996309088
SUP_sk,0.008094142126996471
INC_avg,0.012005109519195633
INC_sd,0.012076283221918128
INC_r1,0.007800754609193233
INC_kr,0.004524245777952563
INC_sk,0.005052121459344931
IND_avg,0.08542355971820162
IND_sd,0.009833667071587417
IND_r1,0.018393539782707347
IND_kr,0.007186599009410067
IND_sk,0.006868739844386194
class,0.014678366512316608
type,0.009291695024583938
vertices,0.7094904422789309
