Feature,Importance
INF_avg,0.003900822135833727
INF_sd,0.004646652782476873
INF_r1,0.011850269785486141
INF_kr,0.00452215647304849
INF_sk,0.004643132007629963
SUP_avg,0.024485595563181244
SUP_sd,0.003264563500814105
SUP_r1,0.015975357998970548
SUP_kr,0.0056228886035453556
SUP_sk,0.003442010205813059
INC_avg,0.007620824779926825
INC_sd,0.004150630505582502
INC_r1,0.01879156522068536
INC_kr,0.005270672210860372
INC_sk,0.004153213149221565
IND_avg,0.019165985678579238
IND_sd,0.018836296204135586
IND_r1,0.004610814456798644
IND_kr,0.004326006162398808
IND_sk,0.005860813091560191
class,0.05688340194068686
type,0.011537968405206236
vertices,0.7564383591375583
