Feature,Importance
INF_avg,0.00400660204803391
INF_sd,0.004055684623387873
INF_r1,0.002764392526795882
INF_kr,0.004407539939795584
INF_sk,0.009796890386852209
SUP_avg,0.004869678483149529
SUP_sd,0.0033442456436150398
SUP_r1,0.0024932686099877785
SUP_kr,0.003709021185482865
SUP_sk,0.0029984172945730836
INC_avg,0.0035115300908646107
INC_sd,0.004760113004761404
INC_r1,0.0046592974070788756
INC_kr,0.003314790578979131
INC_sk,0.0057147412333984435
IND_avg,0.005051183131164283
IND_sd,0.0016028287681818774
IND_r1,0.004233146790325404
IND_kr,0.007324235056719038
IND_sk,0.006989257367771626
class,0.08654378060548454
type,0.013122440974302402
vertices,0.8107269142492946
