Feature,Importance
INF_avg,0.0024466829505499885
INF_sd,0.0029956883614241157
INF_r1,0.005866038824840904
INF_kr,0.006827952345227675
INF_sk,0.00280299961904052
SUP_avg,0.004939153473357506
SUP_sd,0.0027677036120246417
SUP_r1,0.00451910501302108
SUP_kr,0.004470638326064482
SUP_sk,0.005639055115625681
INC_avg,0.006693115868694019
INC_sd,0.002139314014783023
INC_r1,0.004416128953450451
INC_kr,0.0030847614357814067
INC_sk,0.0026596466668922488
IND_avg,0.035014062124112795
IND_sd,0.0052519948247664126
IND_r1,0.003963953626580834
IND_kr,0.003804131529004486
IND_sk,0.004857558474527609
class,0.07073714776039172
type,0.01283544886503892
vertices,0.8012677182147995
