Feature,Importance
INF_avg,0.00658193362659464
INF_sd,0.004891384361952778
INF_r1,0.003727013702462329
INF_kr,0.010132427103138044
INF_sk,0.0056237424415117605
SUP_avg,0.006695041714883017
SUP_sd,0.007035527087306611
SUP_r1,0.004571198474646763
SUP_kr,0.003169162813535396
SUP_sk,0.0037074381778787933
INC_avg,0.010356041365355794
INC_sd,0.040128854621338875
INC_r1,0.003549472548533856
INC_kr,0.00431537275618514
INC_sk,0.0058617939103869626
IND_avg,0.047616446137843396
IND_sd,0.007581851883040841
IND_r1,0.0035325227374173864
IND_kr,0.004347701682404277
IND_sk,0.004531702742510595
class,0.03751219475270122
type,0.011782418403189044
vertices,0.7627487569551826
