Feature,Importance
INF_avg,0.007000851830319829
INF_sd,0.003738735709941667
INF_r1,0.004020482681598806
INF_kr,0.004012007340747957
INF_sk,0.004891799860468467
SUP_avg,0.006691000284819759
SUP_sd,0.00800143949997344
SUP_r1,0.004432601656489683
SUP_kr,0.007073564398344274
SUP_sk,0.006634107667844122
INC_avg,0.028316321705751553
INC_sd,0.011857124966172148
INC_r1,0.004062523844004778
INC_kr,0.005738743361662361
INC_sk,0.005823338069713945
IND_avg,0.04024914521811837
IND_sd,0.006846967439420053
IND_r1,0.006073929674194285
IND_kr,0.005105795225490901
IND_sk,0.0057102827508029915
class,0.046133139744666575
type,0.011989598156806457
vertices,0.7655964989126476
