Feature,Importance
INF_avg,0.003388765438917912
INF_sd,0.003375421303722012
INF_r1,0.004053061380820278
INF_kr,0.004919388235502757
INF_sk,0.007355958111114905
SUP_avg,0.00682539586365854
SUP_sd,0.0036703295020227996
SUP_r1,0.0034451826286534476
SUP_kr,0.004143173777340641
SUP_sk,0.0044948438894400755
INC_avg,0.004646384651190421
INC_sd,0.004037716569657785
INC_r1,0.00669614435778631
INC_kr,0.002546469868366525
INC_sk,0.005966094337461104
IND_avg,0.03001601368079736
IND_sd,0.0031454489524010984
IND_r1,0.007808277299261814
IND_kr,0.00897685350905569
IND_sk,0.00570920932089361
class,0.07473438499748357
type,0.01128364747029913
vertices,0.7887618348541522
