Feature,Importance
INF_avg,0.004005740495354672
INF_sd,0.005949366313821543
INF_r1,0.004422127841192208
INF_kr,0.0035879138992961786
INF_sk,0.004091647606999407
SUP_avg,0.006000921211637609
SUP_sd,0.0033744661768811976
SUP_r1,0.005421142430744344
SUP_kr,0.0034790126876451896
SUP_sk,0.0032261543947520745
INC_avg,0.005015143480951592
INC_sd,0.006116924524444988
INC_r1,0.004624004658622891
INC_kr,0.0046405043076348075
INC_sk,0.004294780827260738
IND_avg,0.006420570859112723
IND_sd,0.006626316863726204
IND_r1,0.006713201123091204
IND_kr,0.024847421869833963
IND_sk,0.00218180973509415
class,0.08137734939968022
type,0.012815929375535736
vertices,0.7907675499166863
