Feature,Importance
INF_avg,0.006350915314172791
INF_sd,0.005443241674793588
INF_r1,0.0037046954453799933
INF_kr,0.0035313676069278132
INF_sk,0.004497462255204828
SUP_avg,0.04089222152028783
SUP_sd,0.003692558940247671
SUP_r1,0.0035426066306912933
SUP_kr,0.011783302910106009
SUP_sk,0.007686698890731379
INC_avg,0.007181476084880599
INC_sd,0.004386253255852804
INC_r1,0.0037033582760632967
INC_kr,0.003075612077738454
INC_sk,0.003961239950009254
IND_avg,0.02358928525631336
IND_sd,0.006495398364931059
IND_r1,0.004330906218486111
IND_kr,0.0058687954820395355
IND_sk,0.004057086598342041
class,0.04435060800138308
type,0.01342720406315169
vertices,0.7844477051822654
