Feature,Importance
INF_avg,0.014214387808878284
INF_sd,0.012554579632628241
INF_r1,0.01072077163629224
INF_kr,0.006731849049680748
INF_sk,0.01409880885826625
SUP_avg,0.008393128105968076
SUP_sd,0.006341308887994948
SUP_r1,0.011547150396070308
SUP_kr,0.005873486723709746
SUP_sk,0.005271527874888308
INC_avg,0.013648658144899784
INC_sd,0.013641568125145762
INC_r1,0.005099565125720109
INC_kr,0.005369118039397007
INC_sk,0.0062526957812922305
IND_avg,0.0318969093505859
IND_sd,0.01805961515016126
IND_r1,0.009335257575334929
IND_kr,0.008839202824382606
IND_sk,0.007946242628685896
class,0.03667822911719272
type,0.005800102842229491
vertices,0.7416858363205951
