Feature,Importance
INF_avg,0.002804969387312948
INF_sd,0.008605742855548368
INF_r1,0.005051129851141091
INF_kr,0.008819941668363859
INF_sk,0.01423922736000438
SUP_avg,0.0030178394289889394
SUP_sd,0.0018765651152289232
SUP_r1,0.004789176449167542
SUP_kr,0.006899670118245195
SUP_sk,0.0036992840052756486
INC_avg,0.005594568371706113
INC_sd,0.003700026644791475
INC_r1,0.005153630585952905
INC_kr,0.005239632968601952
INC_sk,0.005309224019156166
IND_avg,0.01325160587531082
IND_sd,0.010560783297528912
IND_r1,0.0032652086258145295
IND_kr,0.003305263508491193
IND_sk,0.006370872373529174
class,0.07646173876282422
type,0.012903568888087044
vertices,0.7890803298389286
