Feature,Importance
INF_avg,0.008898122463016914
INF_sd,0.007313090985106257
INF_r1,0.00747473004190798
INF_kr,0.006633110523234792
INF_sk,0.006792742725843887
SUP_avg,0.010405753129536116
SUP_sd,0.020998197367110203
SUP_r1,0.010189253758465355
SUP_kr,0.005444831436158562
SUP_sk,0.014860255996122057
INC_avg,0.010166578126822451
INC_sd,0.01278097473444493
INC_r1,0.008756128416057937
INC_kr,0.005649603102055039
INC_sk,0.008518094298978972
IND_avg,0.07010774210162815
IND_sd,0.05442700742665163
IND_r1,0.012011010895191472
IND_kr,0.009299285349330538
IND_sk,0.0083753556316681
class,0.023618349936832695
type,0.005236196940477976
vertices,0.6720435846133579
