Feature,Importance
INF_avg,0.004475689587820246
INF_sd,0.0030304573856773107
INF_r1,0.010635994663658364
INF_kr,0.00589867975017061
INF_sk,0.0040155972180999765
SUP_avg,0.008553512274541927
SUP_sd,0.0109785489504517
SUP_r1,0.01031482436160634
SUP_kr,0.008066982072398868
SUP_sk,0.00359357152620818
INC_avg,0.006169216778939709
INC_sd,0.0031853774009343956
INC_r1,0.003062819265515874
INC_kr,0.004567412877246962
INC_sk,0.004271906388491516
IND_avg,0.025167640029545402
IND_sd,0.007470295268803148
IND_r1,0.006070534693982716
IND_kr,0.004325567213613156
IND_sk,0.003639382915873627
class,0.06797623922522303
type,0.012617260425734664
vertices,0.7819124897254622
