Feature,Importance
INF_avg,0.003447149299215287
INF_sd,0.006681012979367162
INF_r1,0.002686817424680484
INF_kr,0.008248787772231321
INF_sk,0.008459573839649038
SUP_avg,0.009586111338322652
SUP_sd,0.012241327882075295
SUP_r1,0.004968679961218277
SUP_kr,0.006471007238483595
SUP_sk,0.004040149058777937
INC_avg,0.011219932747171608
INC_sd,0.00815755588243344
INC_r1,0.0031721148464084166
INC_kr,0.007104601581983366
INC_sk,0.003065498288362387
IND_avg,0.03231405051534818
IND_sd,0.01174847722981314
IND_r1,0.0033539399380006726
IND_kr,0.0029780327955132874
IND_sk,0.0047296547876021
class,0.05789610389823803
type,0.012062948392391349
vertices,0.775366472302713
