Feature,Importance
INF_avg,0.0028887731543084383
INF_sd,0.002327495443887201
INF_r1,0.004265274426115484
INF_kr,0.00401081378786191
INF_sk,0.0037834583676949396
SUP_avg,0.008358665837276022
SUP_sd,0.003608255936193079
SUP_r1,0.014621523055398294
SUP_kr,0.005245867818289703
SUP_sk,0.005888605200235204
INC_avg,0.004601079265636223
INC_sd,0.007052232725852388
INC_r1,0.003011561106301989
INC_kr,0.005468320700941609
INC_sk,0.004595743339375566
IND_avg,0.011715457638835126
IND_sd,0.005376323140264861
IND_r1,0.005185111335871085
IND_kr,0.011007903308930317
IND_sk,0.008654987879348729
class,0.07724485779945726
type,0.011598363614302287
vertices,0.7894893251176224
