Feature,Importance
INF_avg,0.0040607809496142535
INF_sd,0.0034580123886489055
INF_r1,0.007988659771161893
INF_kr,0.007074874060979922
INF_sk,0.005295047190042238
SUP_avg,0.004414600635894338
SUP_sd,0.002966537557622718
SUP_r1,0.004789425631077286
SUP_kr,0.002481258751366397
SUP_sk,0.004721944927791137
INC_avg,0.006549780037321725
INC_sd,0.005113294977158386
INC_r1,0.003403949820840739
INC_kr,0.004569253761308359
INC_sk,0.0037001913080588816
IND_avg,0.030908949890759218
IND_sd,0.002334163283922675
IND_r1,0.005594747785600993
IND_kr,0.002468721621847495
IND_sk,0.004074319447347782
class,0.0775864601075957
type,0.012251996234714985
vertices,0.794193029859324
