Feature,Importance
INF_avg,0.012629007433364509
INF_sd,0.010937269142437322
INF_r1,0.007605377581123082
INF_kr,0.005528743537437372
INF_sk,0.005249309371680996
SUP_avg,0.007039769825313272
SUP_sd,0.007214916443734017
SUP_r1,0.04291965296700424
SUP_kr,0.006376914995017392
SUP_sk,0.003225386666147214
INC_avg,0.01974957867104084
INC_sd,0.01086188424431649
INC_r1,0.015470353860437444
INC_kr,0.00615274547319951
INC_sk,0.0039016786739833496
IND_avg,0.11658015563462742
IND_sd,0.021894066790273628
IND_r1,0.007407673071636545
IND_kr,0.004576202635621282
IND_sk,0.00511349354313839
class,0.012963674655083681
type,0.007663243438621936
vertices,0.65893890134476
