Feature,Importance
INF_avg,0.01353703241871571
INF_sd,0.006505744077417876
INF_r1,0.005109504726691961
INF_kr,0.0021934176494130203
INF_sk,0.00605807251196707
SUP_avg,0.012670242875180909
SUP_sd,0.01964766552447534
SUP_r1,0.003682882963633942
SUP_kr,0.022613435611424103
SUP_sk,0.009142055650392607
INC_avg,0.009867009461035166
INC_sd,0.005862406893599615
INC_r1,0.004154907660218762
INC_kr,0.0028335511948532153
INC_sk,0.008026640541083412
IND_avg,0.012838923892016385
IND_sd,0.006903313034093373
IND_r1,0.00615901574226243
IND_kr,0.0023825154403557406
IND_sk,0.01976988293099139
class,0.05485726017584693
type,0.010725000717850455
vertices,0.7544595183064807
