Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
instances/A2/asymmetric/200.5.in,0.4548561151,0.0506644429,0.5686190210,2.9140930538,-0.0266077541,0.0960071942,0.0482170596,0.8722417430,2.4911678622,0.2861776618,0.4491366906,0.0328552967,0.0417403057,3.1642064179,0.1865583316,0.0627697842,0.0142330634,0.1821838502,2.4357509224,-0.0001462509
