Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
instances/A1/asymmetric/20.6.in,0.4083842084,0.0358279109,-1.0420802659,1.3394000340,-0.2537963364,0.2229548230,0.0391979047,-0.7095507959,2.4464828609,0.6922451256,0.3686609687,0.0191266289,0.0978257290,1.7932686515,0.5932293526,0.0675457875,0.0089147621,0.6475445320,2.5179616352,-0.9027425283
