Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
instances/A1/symmetric/20.4.in,0.6387472527,0.1493361003,0.8798659791,2.8677867151,-0.7903337195,0.0439120879,0.0594324727,0.7727365784,5.1508997280,1.7221258665,0.3173406593,0.1080395255,0.8211937375,2.4083605463,0.0837469614,0.1416630037,0.0340345722,0.0281036870,2.9181198014,0.5659581378
