r,l=100,l=50,l=25,l=10,l=5,adaptative_first_improvement,adaptative_non_dominated
1.0,0.7763075045660542,0.7180557882287902,0.7384907868969791,0.7882083998583467,0.6752924056324011,0.8942772522240213,0.8503996771328868
0.5,0.8049795965609992,0.841339433292468,0.7590572211527029,0.7725300743958636,0.6936226466341973,0.9614226588096815,0.7301436136854129
0.25,0.7462330052549585,0.7963416564607689,0.7229322394306535,0.7668208110978558,0.7003154131457687,0.8307692057866651,0.9760108468255598
0.1,0.8051005596385938,0.7829812981320211,0.728797929016968,0.7562406391777254,0.7110452523879676,0.848877149658734,0.846367587868688
0.05,0.8126147353442151,0.7393841164476924,0.7295541403450903,0.7470608632552127,0.7254239210564012,0.7840230528609712,0.9804927106547792
