Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.3788888889,0.2290183021,0.8742965914,1.8672526603,-0.5766162557,0.1293650794,0.1206662449,0.739419833,1.2920520911,0.1413281353,0.4917460317,0.1171871556,0.7420742527,2.7565864365,1.1646285663,0.4412698413,0.0880000916,-0.1466283325,2.5794907433,0.7834340386,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.3611111111,0.0912870929,-0.6,1.183127572,-0.3719103786,0.1444444444,0.0593171014,-0.3357400722,2.2746999077,0.8478566294,0.4944444444,0.0902670934,-0.1521352313,2.7980371901,1.1931482023,0.4277777778,0.0136082763,-0.9230769231,1.1666666667,0.4082482905,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.2142857143,0.1032356352,0.5344827586,1.4588048891,0.044163728,0.1436507937,0.1195334004,-0.3998149005,2.46666865,0.7640520485,0.6420634921,0.0711812296,-0.4534505712,1.6933514724,0.1594116137,0.3825396825,0.0512872839,0.356365834,1.1999713745,0.3258561873,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.5688888889,0.0622222222,-0.3157894737,3.25,-1.5,0.0444444444,0.0888888889,-0.3157894737,3.25,1.5,0.3866666667,0.0266666667,-0.3157894737,3.25,-1.5,0.4044444444,0.1195877693,-0.499032882,2.5082643997,0.1669331881,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.2476190476,0.1019648243,0.2534627549,1.9606279782,0.4879970098,0.1476190476,0.1014632179,0.2191659272,1.6835277223,-0.1383159724,0.6047619048,0.0314069189,-0.9328263625,1.2063020214,0.3476794476,0.4380952381,0.0613528511,-0.098265896,2.1150384671,-0.5863209393,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.18,0.1253439712,-0.7854259184,1.4710252496,-0.3043393317,0.17,0.0618241233,0.331909701,2.0035492158,0.194663233,0.65,0.116428328,-0.5691056911,1.8546761623,-0.3168064555,0.3966666667,0.0618241233,0.0618101545,2.0035492158,0.5106383359,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.4556321839,0.1025751145,-0.7017676243,1.4097974147,0.2870788164,0.1072685475,0.0659104305,-0.7958594545,1.5991556979,0.269240089,0.4370992685,0.0551499438,-0.3141387307,1.6730487482,0.1038229894,0.1588547544,0.0131200493,-0.1463834873,1.7696116818,-0.4045942678,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.4619047619,0.0446706263,-0.0321782178,2.0806818182,0.2398508059,0.1097142857,0.0331855226,-0.0790617134,2.3117707656,0.5587161966,0.4283809524,0.0293259112,0.03419886,2.2708801239,0.7290981168,0.2019047619,0.0392214482,-0.0028315243,2.5140841937,0.2178520885,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.575,0.1262713128,-0.3669885865,1.8338968544,-0.3642397495,0.0133333333,0.0266666667,-0.3157894737,3.25,1.5,0.4116666667,0.1382027496,-0.2643092249,1.6536083725,0.3257558971,0.36,0.1218377792,-0.3301088271,1.3614866076,0.0619258676,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.1222222222,0.0451335467,0.811827957,1.4421487603,-0.3804646085,0.1944444444,0.1009216785,0.7058823529,2.8856749311,1.2510951876,0.6833333333,0.0647883544,-0.3245033113,3.1040224913,-1.4035141564,0.2111111111,0.0136082763,0.0384615385,1.1666666667,-0.4082482905,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
11,0.4693070608,0.0923316796,-0.0352726431,2.5600561174,-0.4527081352,0.122863711,0.0394050704,0.63394424,1.533443133,-0.0840454804,0.4078292282,0.0637178592,-0.7883764535,2.1782736499,0.6149220272,0.1457208539,0.0186527255,0.1197653402,1.6695850799,0.0921514764,1,1,8,-0.855200685915,-0.84334081333,-0.8425687089249999
12,0.6281684982,0.0619842728,-0.041580963,2.5347612524,0.3698231827,0.0421245421,0.0519836878,0.6387973641,1.2655958933,0.4538556441,0.3297069597,0.0453494277,0.1244404311,1.3254123802,-0.3117719745,0.2915567766,0.1255879436,0.2549663446,1.7751193899,0.6926099101,1,1,8,-0.78064898147,-0.83954993176,-0.8429114419399999
13,0.4473582766,0.0590804523,0.144884908,1.4779290095,-0.0044001585,0.2563945578,0.0284872017,-0.1056826847,3.1497837763,-1.4247075375,0.2962471655,0.0777349961,-0.0139005338,1.3858331628,0.09479348,0.1311791383,0.0342786349,0.283824602,1.7183942809,0.2253721903,1,1,10,-0.81292372814,-0.8435807430300001,-0.843804211205
14,0.5794117647,0.043415989,-0.4074941452,1.2187684352,-0.3096983517,0.0394117647,0.0307546379,-0.2610725286,1.8607001103,0.3884102248,0.3811764706,0.0433302279,-1.2204449074,1.9602591256,0.2723733444,0.1638235294,0.0279891229,-0.3488193912,2.0651913906,-0.4591502702,1,1,10,-0.8995262120699999,-0.870252273205,-0.87448808933
15,0.4807697438,0.1143868844,0.4297684286,2.4999902763,-0.8130048893,0.1629169617,0.0616898987,0.2176105394,2.4308692143,0.8734716987,0.3563132945,0.0541473199,0.5451585567,2.4534872669,0.6098339919,0.131643324,0.0291079158,-0.2590430388,2.0798162289,0.073517164,1,1,10,-0.8341680580349999,-0.883145719675,-0.8937313512999999
16,0.6532163743,0.0886068162,-0.1438391874,1.9162841216,0.5501683052,0.061208577,0.0584223242,0.0685373897,1.5275097363,0.2842128388,0.2855750487,0.0435245592,-0.6989266326,3.0847331113,-1.3760031737,0.2412475634,0.0591175848,-0.0117869696,1.3461297985,-0.3283355423,1,1,10,-0.91009308044,-0.89481076328,-0.90014748544
17,0.5031578947,0.1512862671,-0.4461652204,2.6955597682,1.1662073924,0.0105263158,0.0210526316,-0.25,3.25,1.5,0.4863157895,0.1543317289,-0.4981280636,2.2225345427,-0.9165973343,0.3557894737,0.0566468381,-0.7606888361,1.7024281921,-0.6597248873,1,1,10,-0.922143150785,-0.94980149664,-0.95763748021
18,0.5272727273,0.0533476157,0.0304987049,2.8706983537,1.2097210447,0.164983165,0.0534919249,0.509380863,1.4126006816,0.3288856409,0.3077441077,0.0404376964,-0.6142038819,1.7084702608,0.3186752024,0.1595959596,0.0313402728,0.5238095238,1.1666666667,-0.4082482905,1,1,10,-0.8746622492249999,-0.8681950274349999,-0.87228294636
