Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.2888888889,0.0777777778,-0.3157894737,3.25,1.5,0.1555555556,0.0571979452,0.5228215768,2.0685297259,0.4068404933,0.5555555556,0.0765780486,-0.6176470588,1.8351800554,-0.0572744408,0.3888888889,0.0464811126,-0.3,1.2755102041,-0.2561204163,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.4144444444,0.1181963213,-0.3157515284,2.0101897781,0.1771152434,0.1722222222,0.1409841949,-0.234423676,2.2700995332,0.6542295391,0.4133333333,0.0435464843,-0.7628205128,2.4361979167,-1.0269996057,0.4255555556,0.097853506,-0.7131160244,2.3358696696,0.799558908,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.4133333333,0.0435464843,-0.7628205128,2.4361979167,-1.0269996057,0.1611111111,0.0936238864,-0.7568728522,2.0052073001,-0.7672292692,0.4255555556,0.097853506,-0.7131160244,2.3358696696,0.799558908,0.5044444444,0.1573860552,-0.4665417132,2.7751439413,1.0453036298,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.1642857143,0.0428571429,-0.25,3.25,1.5,0.1166666667,0.0322968094,0.4129834254,1.2562618147,-0.4495377033,0.719047619,0.0380952381,-0.8341708543,2.5908203125,0.55078125,0.280952381,0.059093684,0.2064714946,1.3240850059,-0.00627914,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.4311111111,0.0979795897,-0.1176772867,2.1624498298,0.6277727484,0.1611111111,0.0936238864,-0.4819587629,2.0052073001,-0.7672292692,0.4077777778,0.0409154503,-0.2544669446,2.4505377607,-0.9161036294,0.4633333333,0.0939923821,-0.6348067673,1.4901302788,0.0131428417,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.3777777778,0.1772213514,0.2798165138,2.4026937226,-0.6695484486,0.11,0.0720425115,-0.9293163384,2.2705739448,0.0406779592,0.5122222222,0.1655667409,0.3843918309,2.1526379942,0.7378037829,0.3877777778,0.0716989591,-0.2186579062,2.8834714736,-1.2196992788,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.6324542125,0.0993233018,0.5863020725,1.2336677795,0.2247894724,0.1145787546,0.1071798627,0.3740724581,1.8261992696,0.3363799457,0.252967033,0.0376968105,-1.0480202936,2.4021597235,-0.2897947239,0.2530586081,0.0744384533,0.0199238987,2.4028112087,0.2261127645,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.1252525253,0.0282828283,-0.25,3.25,1.5,0.4121212121,0.0197809657,-0.0903671164,1.9503517829,0.3981616676,0.4626262626,0.0260186806,0.0912730184,1.8538228969,-0.0975527093,0.2606060606,0.0370928566,0.6517525359,1.2335229726,0.207221314,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.4393939394,0.0686482363,-0.9130653266,1.3713854476,0.143368427,0.1442424242,0.0507645857,-0.2962128043,1.68170814,-0.2043591898,0.4163636364,0.0552347025,-0.4380552692,2.3118898902,0.8534582365,0.1903030303,0.0413455949,0.217650126,1.345733342,-0.234843195,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.253030303,0.1511561403,0.4100437646,2.1945641781,0.6805298174,0.2131313131,0.0866805574,0.3716527486,2.0663655,0.6443342768,0.5338383838,0.0975623723,0.254673011,2.2034356225,-0.7189749828,0.2383838384,0.0477426355,0.064669914,1.7886432436,-0.0845530793,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
11,0.0904040404,0.0998979175,0.5029773373,1.1807084845,0.3777855594,0.4631313131,0.0573982733,0.5993320382,1.2345807404,-0.3089506174,0.4464646465,0.0440698169,0.2861598297,1.2893927718,-0.2388407118,0.15,0.0318061545,-1.0187194214,3.0535066217,1.3162288704,1,1,8,-0.855200685915,-0.84334081333,-0.8425687089249999
12,0.2787878788,0.0226767114,-0.0144927536,1.8469387755,-0.3436215967,0.103030303,0.0309031486,-0.1728395062,1.9556213018,0.2715454179,0.6181818182,0.0411050302,0.3072289157,2.3638941399,-0.7500308204,0.2787878788,0.0296907848,0.1025641026,2.7291666667,0.8675276172,1,1,8,-0.78064898147,-0.83954993176,-0.8429114419399999
13,0.6564499484,0.0347375227,-0.160793293,3.0806636256,-1.3639505572,0.0918587318,0.0172651896,-0.7386592492,1.5189025864,0.3210230668,0.2516913198,0.0278494756,0.057225503,2.0581509816,0.0284153139,0.2000573329,0.0312170969,0.0657738935,2.0498893365,-0.6335444191,1,1,10,-0.81292372814,-0.8435807430300001,-0.843804211205
14,0.3621524507,0.0498700016,-0.596198079,1.5715124814,-0.2115267903,0.219454038,0.0354571672,-0.3444514628,1.4034983151,-0.1440283563,0.4183935113,0.0513746374,0.267123777,2.0376553051,-0.4344835521,0.1374201988,0.0104697585,-0.293005018,2.0681518255,0.1998344309,1,1,10,-0.8995262120699999,-0.870252273205,-0.87448808933
15,0.4485249554,0.0966790681,0.1738701873,2.2486357194,-0.1792001696,0.1450252525,0.0439206096,-0.3061495599,2.3012361388,-0.6751863189,0.406449792,0.0640935982,0.3636822203,1.7087242065,0.5680835123,0.1298514557,0.03109154,-0.0653783424,2.1474362382,0.039722611,1,1,10,-0.8341680580349999,-0.883145719675,-0.8937313512999999
16,0.5926470588,0.0099305547,-0.5418719212,2.1825946445,-0.8963173808,0.0536601307,0.0249769427,0.7845558458,1.4225747392,0.2001176082,0.3536928105,0.0249634703,0.5395570152,2.1469907629,-0.5668973497,0.1619607843,0.0173963675,0.7866723942,1.7343848319,-0.6717728729,1,1,10,-0.91009308044,-0.89481076328,-0.90014748544
17,0.3834379906,0.05982892,-0.2832885043,2.2227944145,0.8723243351,0.1838304553,0.0445530217,0.0255924816,1.356694085,-0.2094334826,0.4327315542,0.0256968177,-1.1813192902,2.2326268109,-0.7403135416,0.1619309262,0.0335079346,-0.3266223622,1.4689010001,-0.0973132385,1,1,10,-0.922143150785,-0.94980149664,-0.95763748021
18,0.4562418301,0.0311941871,0.396221929,1.2849513722,-0.4628195214,0.143671024,0.0696028856,0.697691223,2.7540020932,1.1026027419,0.400087146,0.0524985938,-0.840353861,2.8192514199,-1.1682560572,0.1922875817,0.0088952944,0.3247990692,1.4480022654,0.5388866363,1,1,10,-0.8746622492249999,-0.8681950274349999,-0.87228294636
19,0.6937243882,0.0790027987,0.6213392361,1.4765063458,0.1357308968,0.0364379864,0.0232243833,0.5261134097,1.8733373176,-0.2527934349,0.2698376253,0.0573272645,0.5456681747,1.3692621629,-0.1507682518,0.1246753431,0.024866194,0.0827196939,1.5967998141,-0.1672389319,1,1,20,-0.74886535544,-0.75699315611,-0.7864238003849999
20,0.6782619283,0.0597161588,0.7099147817,1.6399406994,-0.1219564094,0.062449021,0.0240292749,0.5572235064,1.7438631543,-0.3208751226,0.2592890506,0.0364864638,0.7852510386,1.7427407554,0.3468773391,0.0621178526,0.0168940963,0.0615740037,2.7072415669,0.8960632859,1,1,20,-0.7693178964999999,-0.7837758787,-0.814909627325
21,0.4612858406,0.0279219003,0.1293368306,1.970858961,-0.2509138468,0.135922698,0.0364745057,0.4686282969,1.3748297904,-0.1119321134,0.4027914614,0.0402549391,0.6037646828,1.3052262737,-0.0821184904,0.0843248705,0.0156202395,0.3512366663,1.9237510518,0.4608017172,1,1,20,-0.74889904875,-0.7619802822899999,-0.79402493736
22,0.684802126,0.0539485091,-0.1547055991,2.4068700893,-0.8017711574,0.0359875745,0.0172868369,0.4255492852,1.3096578052,-0.4608965713,0.2792102995,0.0420908285,-0.2881271075,3.0175200426,1.3238736758,0.0765851469,0.008355677,-0.6761732325,1.2711274818,0.0744218935,1,1,20,-0.77490415751,-0.79991707355,-0.82360042296
23,0.2358417085,0.1439167044,0.9691499367,2.7319923884,1.0601272966,0.2625376884,0.0955987314,0.9412788701,2.3669353283,-0.86980216,0.501620603,0.0624047872,0.809646235,2.660061925,-0.3606908845,0.0681574539,0.0100117291,0.189666502,3.0394788294,-0.1358312021,1,1,20,-0.7858303956849999,-0.800286015235,-0.837772426425
24,0.1533333333,0.1833030278,0.4191449814,2.7544931553,1.1182223635,0.2166666667,0.0829993307,0.3833333333,2.139698231,-0.2331927084,0.63,0.1097471842,-0.0913897281,3.020223717,-1.2796939204,0.4033333333,0.0066666667,-0.25,3.25,1.5,1,1,20,-0.770022298175,-0.79742173178,-0.83245623356
25,0.4677777778,0.129214149,0.4546979866,2.0527725268,-0.5312680038,0.1166666667,0.1059932446,0.4172025723,1.28465765,0.0622059134,0.4155555556,0.0551541051,-0.7267726161,2.1044126328,0.0749572335,0.3877777778,0.0716989591,-0.9333210874,2.8834714736,-1.2196992788,1,1,50,-0.63655165351,-0.651051059885,-0.69311815502
26,0.3277777778,0.1463127042,0.8880063542,2.2236673012,-0.903669837,0.1488888889,0.0898833263,0.4479612735,2.1228546577,-0.4355914033,0.5233333333,0.0886385363,0.3329600105,1.915942264,0.3660372168,0.3866666667,0.1180918245,0.2033513206,2.1050686548,-0.1995854091,1,1,50,-0.61293243582,-0.6389953431150001,-0.6845963668699999
27,0.5377777778,0.103661367,-0.5562913907,3.1040224913,-1.4035141564,0.0888888889,0.1088662108,-0.6666666667,1.1666666667,0.4082482905,0.3733333333,0.0774915368,-0.2183544304,3.0422437673,-1.3040473294,0.4577777778,0.0738366566,0.110138585,2.9034341525,1.235263536,1,1,50,-0.6309000523,-0.63678209746,-0.68863783246
