Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.4755555556,0.0622222222,-0.3157894737,3.25,1.5,0.1111111111,0.0702728369,-0.5,2.5,-0.0,0.4133333333,0.0435464843,-0.1020881671,2.4361979167,-1.0269996057,0.3688888889,0.0457583562,-0.8240343348,1.7481310075,0.6817327185,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.15,0.0447213595,0.0571428571,1.6203703704,-0.1242259987,0.2066666667,0.08,0.8467966574,1.615162037,0.5451388889,0.6433333333,0.0727247474,0.2215336948,2.0018536826,-0.09012918,0.36,0.0326598632,0.4230769231,1.1666666667,0.4082482905,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.2563492063,0.1810428624,0.4356965579,1.9339911401,0.4919254348,0.1214285714,0.0739246414,0.1981430682,1.9974389215,-0.466679448,0.6222222222,0.1181820384,0.5869012479,1.8349255736,-0.0709896848,0.3880952381,0.0449237197,0.1012743125,1.1795543492,-0.3805273288,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.4693650794,0.1193790097,0.6608563367,1.701726851,-0.223031874,0.0984126984,0.0867369911,0.7114883866,1.3766814906,-0.0093400728,0.4322222222,0.0375811878,-0.2431215608,2.3401908406,0.913794742,0.4746031746,0.0706589936,-0.3957207456,2.2783742445,0.8209020692,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.1817460317,0.1551663417,0.2490932297,2.0789413857,0.5911420114,0.2071428571,0.1665986256,-0.4966313763,2.3974508002,0.6823689109,0.6111111111,0.1173959498,-0.1180400891,1.4289760669,0.4334358013,0.4293650794,0.090781995,-0.5409131904,2.4535214737,-0.0256097509,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.4422222222,0.1197528319,-0.0516544269,1.3921678278,-0.4189452545,0.16,0.0647311629,0.6498222692,1.3825258897,0.2827523346,0.3977777778,0.1237580275,0.139064803,2.2505325295,0.27485297,0.35,0.0333333333,-0.25,3.25,1.5,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.6866666667,0.0571547607,-0.265743073,1.6664584201,-0.17020264,0.04,0.0533333333,-0.7741935484,2.078125,0.84375,0.2733333333,0.0309120617,0.0962441315,2.9694429421,1.2864700617,0.2466666667,0.0244948974,-0.3034188034,2.8127572016,-1.1642636432,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.5346853606,0.0887416096,0.2050964283,1.766880191,0.0591305705,0.0899800429,0.0697213391,0.1875119815,2.1671878837,0.4774334171,0.3753345964,0.0294141183,0.0393803077,2.2346956464,0.2464557565,0.2345863332,0.0338492082,-0.707854649,1.3083423751,-0.0699553841,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.4377142857,0.065615108,0.4259684488,2.709611386,1.0021483776,0.1123809524,0.0416616323,-0.2605485232,2.194819549,-0.7132060957,0.4499047619,0.0348243405,-0.2126088987,1.7763621279,0.0666212677,0.2287619048,0.0318294776,-0.2666706314,1.8982217341,0.3480648979,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.4345920746,0.1512140886,0.1694711015,2.416182616,-0.7150469322,0.1407381507,0.0835913874,0.0834377287,3.1137996663,1.395210364,0.4246697747,0.077891776,0.1126948317,1.7141755747,-0.2534709892,0.2019114219,0.0209117804,-0.2243276424,2.3504734192,-0.4089433043,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
11,0.316969697,0.0597392559,0.0888847266,3.0006373261,1.3105344885,0.203030303,0.0264175694,-0.4285714286,1.7957063712,0.0543353054,0.48,0.0501824037,0.2991582885,1.9320476983,-0.3236733577,0.1975757576,0.030327263,-0.1921648092,2.0458563423,-0.0597605174,1,1,8,-0.855200685915,-0.84334081333,-0.8425687089249999
