Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.1997835498,0.1173303932,0.1045044498,2.0646064604,-0.6515335897,0.1229437229,0.0732024264,0.3662677282,2.1100431963,-0.5290379327,0.6772727273,0.0689060009,-0.4863018432,1.959305462,0.2612096562,0.4321789322,0.0548340548,0.3615863911,2.5859100078,-0.7773500146,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.3022222222,0.1253932087,-0.0165764547,2.8238743971,-1.0248498627,0.1622222222,0.0599794203,-0.1518387667,1.6528686214,0.0981042662,0.5355555556,0.1141041326,-0.2260357345,2.1302914536,0.7220777922,0.4022222222,0.0372843594,-0.2732919255,2.6688114611,-0.9478622856,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.3633333333,0.1606929439,-0.3936198973,2.535314358,-1.0063987034,0.15,0.0714920353,-0.1395348837,1.9399810964,0.3953009513,0.4866666667,0.1253439712,-0.4311506981,1.4710252496,0.3043393317,0.35,0.0816496581,-0.0504201681,2.7291666667,0.8675276172,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.1561904762,0.0812124673,-0.128391328,1.2449159499,0.1203252192,0.2314285714,0.1198865677,-0.5287400292,3.0584122033,1.3666326457,0.6123809524,0.103820445,-0.9558065682,2.3339304548,0.3740841595,0.3133333333,0.0614562507,-0.2550678212,2.1530443461,-0.2807304627,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.5511111111,0.0569166599,-0.63003663,2.6848602023,-1.0627434041,0.0888888889,0.0831479419,-0.7391304348,1.8469387755,0.3436215967,0.36,0.0326598632,-0.5384615385,1.1666666667,0.4082482905,0.5288888889,0.0708327887,0.2739273927,1.2183334367,-0.2623456949,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.4055555556,0.1048220126,-0.2507221259,1.8612864537,-0.1125503367,0.1888888889,0.0831479419,-0.6233766234,2.1339285714,0.7301958931,0.4055555556,0.0647883544,-0.4817749604,1.5469290657,0.1097086537,0.4333333333,0.0136082763,0.0384615385,1.1666666667,-0.4082482905,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.4066666667,0.1350903517,0.3815324187,1.9760923705,-0.5656163143,0.1987878788,0.089864708,0.2044241312,2.5754602081,0.9312919842,0.3945454545,0.050357765,0.4829145935,1.2899228653,0.237184157,0.1442424242,0.051483056,-0.2769884775,2.8845888172,1.1431147007,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.4827838828,0.0212832807,0.023918821,2.9653028908,1.2156797082,0.0937728938,0.0770659758,0.1569967104,2.461316765,0.7202235913,0.4234432234,0.0616691443,0.0982448207,2.696415013,-1.0719846567,0.2842490842,0.0324832224,-0.0156727051,2.5121578534,-0.2024281959,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.3514685315,0.0858845021,0.1986989557,2.1253934895,0.6974763443,0.1916550117,0.045005468,0.1448021905,1.9384190374,-0.6987154678,0.4568764569,0.059259746,0.1060809515,1.1835840497,-0.380922276,0.2003729604,0.0366270419,0.0776008146,2.4732603425,-0.9618412399,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.3880652681,0.0941916941,0.5083250499,1.1673019018,-0.4070455541,0.3552447552,0.0788361392,0.3849730748,1.8661418595,-0.2620692218,0.2566899767,0.0478191706,-0.6406053247,1.2278149705,-0.2342435098,0.2303962704,0.028876067,-1.066618937,2.5256178146,-0.3217243584,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
11,0.5153846154,0.0307692308,-0.3157894737,3.25,1.5,0.0574358974,0.0159387387,-0.0841100755,1.2952625285,-0.2316162345,0.4271794872,0.0248387303,-0.5997755912,2.4585211156,-0.4718483045,0.2128205128,0.0470007764,0.5722713864,1.2091836735,0.296152851,1,1,8,-0.855200685915,-0.84334081333,-0.8425687089249999
12,0.3675533662,0.0466303105,-0.5307086945,3.0864838226,-1.3763294336,0.2055697865,0.0182967522,0.0991549997,2.6947626308,1.1025665951,0.4268768473,0.0517037126,-0.824618777,2.4405219374,0.6068396079,0.2585615764,0.0221758145,0.4144634648,1.1674913692,0.4066799624,1,1,8,-0.78064898147,-0.83954993176,-0.8429114419399999
13,0.1954545455,0.0714663418,-0.048,1.2157523486,-0.3266586885,0.2061538462,0.0168437138,-0.4850391023,1.8428316482,0.074359651,0.5983916084,0.0835948397,-0.1436337587,1.2128441079,0.3917814617,0.1097202797,0.0314766112,0.0780342288,1.8892859526,-0.5838827782,1,1,10,-0.81292372814,-0.8435807430300001,-0.843804211205
14,0.3268507403,0.0362134025,-0.3748150157,2.0670257382,0.5128439527,0.2755929038,0.1055503804,0.423465332,1.456663847,-0.4425579728,0.3975563559,0.103886886,0.2728267997,2.4402364224,1.015600702,0.1795544885,0.0237913791,-0.3982146535,1.4679691562,0.4938200895,1,1,10,-0.8995262120699999,-0.870252273205,-0.87448808933
15,0.6121608239,0.0738617725,-0.2898364145,2.3294161416,-0.7694731097,0.1051099228,0.0129366962,-1.0099584933,1.2314767293,-0.324387807,0.2827292533,0.0681685662,-0.2079324622,2.5161999237,0.9312254464,0.1318676966,0.0325363775,-0.0960512011,2.1081540449,0.3943950446,1,1,10,-0.8341680580349999,-0.883145719675,-0.8937313512999999
16,0.2547566159,0.066250616,0.5416957995,1.4025828208,0.1016714623,0.1738201015,0.0939573436,0.5769714058,1.3161522032,0.1041543303,0.5714232826,0.0294432339,0.5208905339,1.4305004798,-0.47296193,0.1761442479,0.0248176589,-0.091244685,1.8183918267,0.4347965873,1,1,10,-0.91009308044,-0.89481076328,-0.90014748544
17,0.5580912365,0.0229235268,-0.5052797661,2.6520826231,0.862924788,0.1543910898,0.0241115422,0.1462721523,1.7014133127,-0.1901687754,0.2875176737,0.0348296988,-0.0491882652,2.7185219933,-1.0570172903,0.1215319461,0.0151854388,0.2062483668,2.184760326,0.4649105911,1,1,10,-0.922143150785,-0.94980149664,-0.95763748021
18,0.5669005848,0.0752671337,-0.2112332634,2.4434092744,0.6948291377,0.0822612086,0.0510765886,-0.1998987059,1.938505764,-0.4087143502,0.3508382066,0.0471332614,-0.3909777176,1.6220430839,0.1210760214,0.1769590643,0.0641332527,-0.0223944316,2.9364864927,1.1800718652,1,1,10,-0.8746622492249999,-0.8681950274349999,-0.87228294636
19,0.6953902612,0.0422041633,0.1500207058,2.5478099201,-0.4911118227,0.0801587337,0.0189185887,0.7442863275,1.2933748313,0.1777307859,0.2244510051,0.0346440269,-0.1161812468,2.0434355482,-0.2681139608,0.0662929644,0.0169649507,0.2852000102,1.8668791381,-0.6171227052,1,1,20,-0.74886535544,-0.75699315611,-0.7864238003849999
20,0.4869277374,0.0274939357,-0.4192721733,2.188710921,0.3750675458,0.1125246666,0.023678989,0.1204431855,2.4790290746,-0.5450216055,0.400547596,0.0116976761,-0.4485375838,2.1478918411,0.6882000404,0.0592562551,0.0081457187,-0.1446488949,1.9812434149,0.7236490811,1,1,20,-0.7693178964999999,-0.7837758787,-0.814909627325
21,0.7037586248,0.0626758061,-0.1704773045,1.6934739784,0.5064236547,0.1096931271,0.0284943772,0.4609400175,1.5349375665,-0.1087835853,0.1865482482,0.0440858666,-0.3336773392,2.1514058683,0.4145646455,0.0495037617,0.0152332592,-0.1302465658,2.4329373575,0.8481622834,1,1,20,-0.74889904875,-0.7619802822899999,-0.79402493736
22,0.6309476638,0.0331202205,0.1703615199,2.9415154678,1.3044727711,0.1093430728,0.0148966251,-0.3299603951,2.0066625948,-0.2738373794,0.2597092634,0.0241651915,0.033734573,2.0822492554,-0.5199456475,0.0781728465,0.018173833,-0.2946047892,2.0292403607,-0.1103022641,1,1,20,-0.77490415751,-0.79991707355,-0.82360042296
23,0.1033333333,0.0945163125,-0.5587712617,1.7351860102,0.2373961737,0.3166666667,0.0683130051,-0.8666666667,1.1819727891,0.3833893144,0.58,0.04,-0.0526315789,3.25,-1.5,0.3766666667,0.0359010987,-0.4598540146,1.2285969084,-0.3169627324,1,1,20,-0.7858303956849999,-0.800286015235,-0.837772426425
24,0.2133333333,0.1066666667,-0.0526315789,3.25,-1.5,0.12,0.0498887652,0.3518518519,1.8469387755,0.3436215967,0.6666666667,0.0730296743,-0.1666666667,2.5,0.9128709292,0.3866666667,0.0498887652,-0.9117647059,1.8469387755,0.3436215967,1,1,20,-0.770022298175,-0.79742173178,-0.83245623356
25,0.4877777778,0.1294050965,0.8928027216,1.964303157,-0.7412882073,0.1477777778,0.1214927727,0.5128385508,1.1874020119,-0.367285261,0.3644444444,0.0826714455,-0.1074104913,2.2369775134,-0.6190207136,0.4744444444,0.0857501395,0.0144715511,1.3478034126,0.4741729719,1,1,50,-0.63655165351,-0.651051059885,-0.69311815502
26,0.4288888889,0.1567178797,0.673550966,1.2475551457,-0.0740770321,0.0888888889,0.075359222,0.6132596685,1.2296786389,-0.2115471545,0.4822222222,0.0841368667,0.6463779489,1.2072197014,0.3028074502,0.3766666667,0.0359010987,-0.8613138686,1.2285969084,-0.3169627324,1,1,50,-0.61293243582,-0.6389953431150001,-0.6845963668699999
27,0.3955555556,0.0355555556,-0.0804020101,2.5908203125,-0.55078125,0.0888888889,0.1088662108,-0.6666666667,1.1666666667,0.4082482905,0.5155555556,0.1092284954,-0.7662434653,1.7994057278,-0.7065408407,0.4711111111,0.1617191591,-0.5842021559,1.4694850357,-0.5489854807,1,1,50,-0.6309000523,-0.63678209746,-0.68863783246
28,0.0833333333,0.1054092553,-0.5714285714,1.5625,0.5929270613,0.3966666667,0.099107125,-0.3079882326,1.7655914089,-0.1054665715,0.52,0.0694422222,-0.7754077792,1.5411348723,-0.2906636793,0.4066666667,0.0429469958,-0.5012106538,2.4634199448,-0.446052772,1,1,50,-0.645028154075,-0.6692843360199999,-0.71137667216
29,0.518974359,0.0962491835,0.5476155034,1.9123454224,0.1885881226,0.11003663,0.0580498139,0.5660475104,1.338855314,0.385861791,0.370989011,0.0538650387,0.0063476707,1.7991148283,-0.3222988572,0.2293772894,0.0525542868,-0.1602852533,1.6316773786,-0.1022010619,1,1,50,-0.66690714154,-0.67223448446,-0.712341406145
30,0.44,0.0533333333,-0.6527196653,1.4189453125,-0.03515625,0.1958974359,0.0846169386,0.3685839429,1.8915153061,0.40756549,0.3641025641,0.1062541332,0.2512124151,1.8758028077,0.3019930943,0.1969230769,0.0324092827,0.4529193124,1.3326475693,-0.1208019154,1,1,50,-0.651363448745,-0.6721724572150001,-0.713126918355
31,0.3951381951,0.1659330468,0.537692487,1.7114646919,-0.0333502376,0.1416317016,0.1102603625,0.4056787451,1.6322720098,0.0715685961,0.4632301032,0.0574571068,0.6480238242,1.7610265099,-0.0169387019,0.234985015,0.0231456418,-1.0116835114,2.458293898,0.1757107829,1,1,100,-0.5551785472049999,-0.577489461165,-0.60934755822
32,0.2890909091,0.0540584318,-0.8785427329,2.3270125585,-0.3028887654,0.2218181818,0.0739145512,-0.7902487101,3.0459785012,1.3582288502,0.4890909091,0.0386930659,0.0722557905,1.826675164,0.0416406724,0.1751515152,0.0319779538,-0.1385164675,1.3601599658,0.0863071749,1,1,100,-0.553021375725,-0.573717826165,-0.610650683225
33,0.5629304029,0.0244675484,-0.3833030007,1.6878351614,0.1582503011,0.1451282051,0.0460061594,-0.3401685458,2.1028330888,-0.5882533063,0.2919413919,0.0370959382,-0.0060924193,1.5361493428,-0.1028205293,0.2002930403,0.0367575801,-0.0258134095,2.6382158676,0.7664064172,1,1,100,-0.562356392805,-0.5790967398,-0.6128964770349999
34,0.4097435897,0.1138461538,0.0051845129,2.6321432828,0.7706234357,0.1287179487,0.0553133445,-0.4093270509,2.7419697277,1.133016848,0.4615384615,0.0769230769,-0.0526315789,3.25,-1.5,0.2348717949,0.0493641356,-0.2994533161,1.7602058199,0.0974319339,1,1,100,-0.551259009875,-0.56937422611,-0.59736843101
35,0.1427972028,0.0691454585,-0.1116148043,1.5785691627,-0.4154309024,0.2925174825,0.0526734529,0.3463035382,2.1168528107,0.5534200758,0.5646853147,0.032532142,-0.6153641892,1.9125287618,0.5076217802,0.1344755245,0.0253216387,0.6313084964,1.553922476,0.3904773371,1,1,100,-0.5490118403650001,-0.564613244105,-0.59766679546
36,0.4770181406,0.1193869885,0.601369289,1.4784157169,0.0064796662,0.1506235828,0.0347766638,-0.3188198864,1.3803370928,0.3461792894,0.3723582766,0.0942732794,0.7177382878,1.3576778767,0.0018232605,0.160260771,0.0334219517,-0.3111498129,1.6333546378,-0.243912521,1,1,100,-0.54701561276,-0.55602344983,-0.588571974125
37,0.237833595,0.0572320624,-0.2435386954,1.4919464845,0.5595641685,0.3015698587,0.0591977256,-0.049999886,1.8403410714,-0.5875326896,0.4605965463,0.0345035161,0.612333768,1.9603726309,-0.0972827959,0.08288854,0.0097483044,-0.0751457119,3.0640527883,1.3787891939,1,1,200,-0.48150884206,-0.4934560797349999,-0.5037693478199999
38,0.5895327371,0.0587230985,0.4526926114,1.7426052993,0.5468206446,0.1592661392,0.0379022769,0.0004753714,1.4651285654,-0.2759116878,0.2512011237,0.0530908306,0.7586943554,1.4381116824,0.2126541266,0.1744364178,0.0278080262,0.0727767367,2.5696062071,-0.6748995479,1,1,200,-0.48345049249,-0.4903417929499999,-0.5051928852249999
39,0.3248578406,0.0926114634,0.4111129852,2.4267350263,0.7232929321,0.3102215245,0.0662215983,-0.185045942,1.5651876441,0.169735986,0.3649206349,0.0660503835,0.6541057329,1.2634144378,-0.186464889,0.1626949241,0.0318844853,0.4212364674,1.7574019474,0.1743862105,1,1,200,-0.479870428365,-0.486258867115,-0.502139292855
40,0.2947526548,0.132522076,0.5280074808,1.3511589399,-0.3268955449,0.2792281792,0.0917855918,0.0131912992,2.8447115302,1.1797043606,0.426019166,0.0701230052,0.7625079808,2.5536236798,0.9990313595,0.1197565398,0.0218097636,0.1905942096,1.3758819664,-0.1272635206,1,1,200,-0.489178280695,-0.497909299165,-0.5089116274050001
41,0.7180575733,0.0630509393,0.1254144472,2.5026611595,0.9259924369,0.049244014,0.0377777031,0.657125045,1.3086817521,-0.1653735575,0.2326984127,0.0379823219,-0.5118374823,2.2505592924,-0.6811684218,0.068377724,0.0269157927,0.5942462363,1.3427132742,0.1584360636,1,1,200,-0.4820071582499999,-0.491291187485,-0.50217961514
42,0.647021058,0.0354067425,-0.0606993203,1.2631619554,-0.3831592188,0.0578732238,0.0121171271,0.0731123224,1.4792582021,0.479601172,0.2951057182,0.0244238805,-0.1249012525,1.5969194836,0.4960582121,0.0951699195,0.0102829894,-0.3415834531,2.5119922924,-0.9244813175,1,1,200,-0.4803948113349999,-0.489434359345,-0.501429124715
43,0.6923123345,0.0490837808,0.068546409,1.6233778555,-0.3523292409,0.0779064157,0.0235471412,-0.0313801682,2.9088230075,1.2634487225,0.2297812497,0.0299303812,-0.0036253889,1.2581196563,-0.0910667111,0.0844254965,0.0072299309,-0.3671664298,2.4016443302,-0.8300655583,1,0,5,-0.8305577276000001,-0.8305577276000001,-0.8252507568949999
44,0.67703677,0.051147807,-0.7001974979,2.2230083442,-0.5913503656,0.0414666804,0.0207471057,0.0424847939,3.0708018558,1.3638835833,0.2814965496,0.053468269,-0.6486753933,2.1525538209,0.7748584099,0.0910907406,0.0329460834,0.0327461945,1.2698454192,0.0543716894,1,0,5,-0.7870785051,-0.7870785051,-0.787053407345
45,0.7250094234,0.051705345,-0.1451798056,2.4418201689,-0.3192801149,0.0328034448,0.0146889161,0.2923047158,1.3238126472,-0.2232675859,0.2421871318,0.0514113443,-0.2465019201,2.2703823348,-0.4499898828,0.0826469991,0.0127508678,0.1033704901,2.4860973294,0.6962261264,1,0,5,-0.82023644179,-0.8212515703,-0.81909417798
46,0.5536938816,0.0271283883,0.3627690789,1.4685336231,-0.4005284768,0.1056496215,0.0246401153,0.4460788248,1.5131540488,-0.47524098,0.340656497,0.0498366692,0.4343068963,1.1921790471,0.3658007161,0.0608130468,0.0091299369,0.74804877,1.812018796,-0.3076229841,1,0,5,-0.8112137575,-0.8112137575,-0.81108537694
47,0.5377777778,0.0762063476,0.4230769231,1.1666666667,-0.4082482905,0.0888888889,0.1088662108,0.4230769231,1.1666666667,0.4082482905,0.3733333333,0.0326598632,0.4230769231,1.1666666667,-0.4082482905,0.4355555556,0.0895530741,-0.3326551373,2.6234681744,0.9160615154,1,0,5,-0.8358889595999999,-0.8358889595999999,-0.8358889595999999
48,0.5066666667,0.0762063476,-0.5384615385,1.1666666667,0.4082482905,0.1555555556,0.1333333333,-0.432748538,1.3981481481,-0.1111111111,0.3377777778,0.0650166171,-0.3423760524,2.3312516377,-0.772388211,0.36,0.0326598632,-0.5384615385,1.1666666667,0.4082482905,1,0,5,-0.8523998501,-0.8523998501,-0.852121898265
49,0.3555555556,0.0689426314,-0.8236074271,1.779473773,-0.1632576395,0.2055555556,0.0777777778,-1.1840354767,1.9380466472,0.5160349854,0.4388888889,0.0618640485,-0.3706563707,2.0793444329,-0.6170311183,0.4388888889,0.0323941772,-0.2337662338,2.6660899654,1.1500493357,1,0,8,-0.8757560167699999,-0.8639684963,-0.8688470772900001
50,0.1733333333,0.1408703107,-0.1218902512,1.9953507999,0.8025616631,0.3533333333,0.1024152766,-0.0674637062,2.5246337259,-0.9035993059,0.4733333333,0.0522812905,0.0170031881,1.245984533,0.0948589744,0.2966666667,0.0733333333,-0.712633452,2.0615565877,0.4158527423,1,0,8,-0.93170233826,-0.914133370365,-0.91716090797
51,0.5288888889,0.0708327887,-0.4576457646,1.2183334367,-0.2623456949,0.1111111111,0.1217161239,-1.0,2.5,0.9128709292,0.36,0.0774915368,-0.3864042934,2.3118507618,-0.8184255374,0.4222222222,0.0983819716,-0.6288659794,2.4000416493,0.8850689661,1,0,8,-0.8868304862249999,-0.8738915218900001,-0.8691500379500001
52,0.2977777778,0.1388488831,0.2857142857,2.5243886052,1.0736207227,0.2455555556,0.0730634765,0.0796838986,2.7124157404,-0.8896162801,0.4566666667,0.0757187779,0.4904924427,1.8438345051,-0.4781053177,0.3033333333,0.0371184291,-0.6132264529,1.2989073881,-0.469291273,1,0,8,-0.8999767176700001,-0.8857887765499999,-0.887865041485
53,0.3182027168,0.0730175449,0.3529838185,1.543940493,-0.0917476964,0.3164681296,0.0465588528,-0.1578107972,1.2952053874,0.2802902204,0.3653291536,0.0503060474,0.5455011351,1.3594388642,0.1394378757,0.1360710554,0.0253975165,-0.2706515173,2.4482534732,-0.7300892105,1,0,8,-0.8837884347299999,-0.9277232765,-0.93625581119
54,0.321630094,0.1032853915,-0.0229478466,2.721480068,1.1572822235,0.3638035528,0.0792454223,0.0007431929,3.1587322168,-1.4227254284,0.3145663532,0.0371609112,-0.3336089575,1.4215333211,-0.1422790519,0.207816092,0.0225796645,0.0863689737,2.3157667715,-0.056243778,1,0,8,-0.906096946165,-0.8865492848100001,-0.89279934144
55,0.346969697,0.0567727091,0.1432483067,2.3922553388,-0.4849465171,0.2207070707,0.0268960141,0.6624651557,1.3109969344,-0.4749032723,0.4323232323,0.0783463411,0.3344535359,1.7973577552,0.3881202489,0.2141414141,0.0508673871,0.517828201,2.3571783976,0.6434593618,1,0,10,-0.91012636301,-0.914993446775,-0.92117906575
56,0.096969697,0.0272727273,-0.0526315789,3.25,1.5,0.5181818182,0.0545688315,-0.0429442478,2.2095354645,-0.6219994292,0.3848484848,0.0340525411,0.0434944832,1.6054783589,-0.2870513246,0.1424242424,0.0409558281,0.3904119025,1.9069165468,0.7589778969,1,0,10,-0.8604159770149999,-0.8804328081899999,-0.88981780296
57,0.6076190476,0.0269643251,-0.4389901823,2.3754586635,-0.7292424337,0.0845714286,0.0235636832,-0.2783103339,2.2405727286,-0.075907659,0.3078095238,0.0210249824,-0.7124532875,1.3356808645,-0.2591509699,0.2152380952,0.0314372282,-0.0637049455,2.1061764573,-0.8562586086,1,0,10,-0.918563175455,-0.926416614525,-0.935211152905
58,0.2722222222,0.0272165527,0.5238095238,1.1666666667,0.4082482905,0.2944444444,0.0333333333,-0.1111111111,1.3981481481,0.1111111111,0.4333333333,0.0333333333,-0.0526315789,3.25,1.5,0.1333333333,0.0323941772,-0.4285714286,1.6280276817,-0.3631734744,1,0,10,-0.8376151704250001,-0.863942254485,-0.8700563128900001
59,0.4438461538,0.1422889801,0.3317989032,2.1741563034,-0.6285785674,0.2154545455,0.0682685122,0.0189228533,2.3659483795,0.243345373,0.3406993007,0.0829013827,0.4744281854,1.6064052125,0.5899407864,0.1446853147,0.0167093362,0.753634962,1.9737551989,0.7001971486,1,0,10,-0.91637858189,-0.8970126677450001,-0.91895510179
60,0.4444444444,0.0571709587,-0.0727002967,2.6992365452,0.9259099403,0.2133333333,0.0237917923,-0.3268314811,1.9677632839,-0.3905198362,0.3422222222,0.0446315506,-0.0315389415,1.6965190667,-0.2369132199,0.1477777778,0.0175154253,-0.6448768623,1.8392467481,0.2167295357,1,0,10,-0.8987860136849999,-0.89821118195,-0.90610138664
61,0.7292007797,0.043017057,-0.0583355446,1.9473432115,0.4390223998,0.056920078,0.034374382,0.0369307413,2.2985678383,-0.3276718101,0.2138791423,0.0263319278,-0.2672318229,2.7507790867,1.0219686775,0.1854191033,0.0269074772,-0.7450115276,1.2756911856,-0.3888076307,1,0,20,-0.78400185537,-0.771609770175,-0.799221209245
62,0.1621574722,0.064283086,-0.3214905664,2.4576481525,0.4971893861,0.4802020202,0.0630665526,0.0905468704,2.743969603,-0.9135358301,0.3576405076,0.0155785803,-0.4274317513,3.1254730473,-1.3898770213,0.1256436156,0.0275035013,-0.8141205374,2.8863053,-1.2331170153,1,0,20,-0.788865566635,-0.7971689092,-0.82619861704
63,0.7134502924,0.0524217897,0.2174881649,2.2071536167,-0.1819568427,0.1142300195,0.0420908213,-0.0065961248,2.5325826283,0.3310065403,0.1723196881,0.0160555636,0.4398592883,1.4050999577,-0.5187731712,0.2155945419,0.0440148866,-0.5683976087,1.6148280731,-0.3372591478,1,0,20,-0.7810578754499999,-0.801111994165,-0.8321010733850001
