Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
instances/A3/asymmetric/50.2.in,0.4719000000,0.0901659026,0.7832688907,3.8190290873,1.2224935189,0.1157000000,0.0266647708,0.7038759428,2.4057781562,-0.5549348139,0.4124000000,0.0718765609,0.7694322169,3.3508325604,-1.0528885508,0.0651000000,0.0162938639,0.4349688764,2.3852532110,0.2873076330
